frame_ms,capture_ms,ready_ms,id,lane,kind,due_ms,revision
16349,16348,16359,29,2,TAP,16401,false
16598,16597,16609,30,3,UP,16637,false
16799,16798,16809,33,1,HOLD_END,17548,false
16816,16815,16825,33,1,HOLD_END,17556,true
16832,16831,16842,31,2,TAP,16881,false
16832,16831,16842,33,1,HOLD_END,17578,true
16849,16848,16858,33,1,HOLD_END,17570,true
16865,16864,16875,33,1,HOLD_END,17566,true
16899,16898,16908,33,1,HOLD_END,17701,true
16915,16914,16924,33,1,HOLD_END,17767,true
16933,16932,16943,33,1,HOLD_END,18243,true
16949,16949,16957,33,1,HOLD_END,18975,true
