frame_ms,capture_ms,ready_ms,id,lane,kind,due_ms,revision
113758,113757,113768,610,3,UP,113807,false
113925,113924,113934,611,2,TAP,113978,false
114108,114107,114117,612,1,TAP,114146,false
114275,114274,114285,613,2,TAP,114315,false
114441,114440,114450,614,3,TAP,114484,false
114609,114608,114617,615,2,TAP,114653,false
114775,114774,114785,616,3,TAP,114821,false
114942,114941,114951,617,2,TAP,114990,false
115109,115108,115118,618,1,TAP,115158,false
115275,115274,115283,619,2,TAP,115326,false
115442,115441,115451,620,3,TAP,115495,false
115627,115626,115634,621,2,TAP,115665,false
115791,115790,115799,622,3,UP,115830,false
115958,115957,115968,623,2,TAP,116001,false
116125,116124,116134,624,3,UP,116167,false
116292,116291,116302,625,2,TAP,116337,false
116459,116458,116468,626,1,TAP,116507,false
116625,116624,116633,627,2,UP,116673,false
116792,116791,116801,628,1,TAP,116844,false
116959,116958,116968,629,2,UP,117010,false
117141,117140,117151,630,1,TAP,117179,false
117308,117307,117318,631,2,UP,117346,false
117476,117475,117484,632,1,TAP,117518,false
117809,117808,117817,633,3,UP,117854,false
117975,117974,117984,634,2,TAP,118022,false
118141,118140,118152,635,3,UP,118189,false
118309,118308,118318,636,2,TAP,118360,false
118475,118474,118484,637,3,UP,118526,false
118659,118658,118669,638,2,TAP,118698,false
118827,118826,118834,639,3,UP,118865,false
119575,119574,119585,640,1,TAP,119625,false
119742,119741,119752,641,2,TAP,119792,false
119908,119907,119917,642,3,TAP,119961,false
120091,120090,120098,643,1,TAP,120130,false
120258,120257,120265,644,2,TAP,120299,false
120427,120426,120435,645,3,TAP,120469,false
120591,120590,120598,646,1,TAP,120636,false
120759,120758,120768,647,2,TAP,120805,false
120925,120924,120933,648,3,TAP,120972,false
121092,121091,121100,649,1,TAP,121141,false
121258,121257,121266,650,2,TAP,121309,false
121425,121424,121432,651,3,TAP,121478,false
121608,121607,121616,652,1,TAP,121647,false
121775,121774,121784,653,2,TAP,121815,false
121941,121940,121946,654,3,TAP,121983,false
122525,122524,122532,655,3,TAP,122573,false
123192,123191,123201,657,2,TAP,123246,false
123208,123207,123217,656,1,TAP,123248,false
