frame_ms,capture_ms,ready_ms,id,lane,kind,due_ms,revision
58082,58081,58090,141,2,TAP,58126,false
58532,58531,58541,142,1,TAP,58577,false
58983,58982,58992,143,1,TAP,59029,false
58983,58982,58992,144,2,TAP,59029,false
59316,59315,59325,146,2,TAP,59368,false
59316,59315,59325,145,3,TAP,59369,false
59665,59664,59673,147,1,TAP,59705,false
59665,59664,59673,148,2,TAP,59705,false
60116,60115,60127,149,1,TAP,60157,false
60332,60331,60341,150,2,TAP,60382,false
60565,60564,60575,151,3,TAP,60607,false
60782,60781,60792,152,1,TAP,60833,false
60782,60781,60792,153,2,TAP,60833,false
61233,61232,61241,154,3,UP,61282,false
61699,61698,61706,155,2,TAP,61736,false
62132,62131,62137,156,1,TAP,62186,false
62583,62582,62593,157,1,TAP,62637,false
62583,62582,62593,158,2,TAP,62637,false
62932,62931,62943,159,2,TAP,62976,false
62932,62931,62943,160,3,TAP,62976,false
63266,63265,63274,161,1,TAP,63315,false
63266,63265,63274,162,2,TAP,63315,false
63716,63715,63726,163,1,TAP,63766,false
63949,63948,63957,164,2,TAP,63990,false
64165,64164,64176,165,3,TAP,64216,false
64399,64398,64407,166,1,TAP,64441,false
64399,64398,64407,167,2,TAP,64441,false
64850,64849,64857,168,3,UP,64891,false
65299,65298,65306,169,2,TAP,65344,false
65749,65748,65756,170,1,TAP,65795,false
66432,66431,66440,171,1,TAP,66472,false
66649,66648,66657,172,2,TAP,66698,false
66882,66881,66889,173,3,TAP,66923,false
67099,67098,67107,174,2,TAP,67149,false
67332,67331,67337,175,1,TAP,67374,false
67549,67548,67556,176,2,TAP,67600,false
67782,67781,67789,177,1,TAP,67823,false
69350,69348,69357,178,3,UP,69401,false
69833,69832,69849,179,1,TAP,69858,false
69833,69832,69849,180,2,TAP,69858,false
70149,70148,70159,181,1,TAP,70195,false
70149,70148,70159,182,2,TAP,70195,false
70482,70481,70492,183,1,TAP,70531,false
70501,70499,70507,183,1,TAP,70533,true
70716,70715,70723,184,2,TAP,70758,false
71049,71048,71055,185,2,TAP,71097,false
71382,71381,71391,186,1,TAP,71434,false
71615,71614,71620,187,2,TAP,71660,false
71949,71948,71955,188,2,TAP,71998,false
72298,72297,72308,189,1,TAP,72337,false
72515,72514,72524,190,2,TAP,72562,false
72749,72748,72758,191,1,TAP,72788,false
72768,72767,72775,191,1,TAP,72790,true
72966,72965,72974,192,2,LEFT,73010,false
72982,72981,72991,192,2,LEFT,73012,true
73199,73198,73208,193,3,TAP,73239,false
73416,73415,73424,194,2,TAP,73466,false
73649,73648,73660,195,3,TAP,73690,false
73866,73865,73875,196,2,TAP,73916,false
74099,74098,74108,197,1,RIGHT,74138,false
74316,74315,74325,198,2,TAP,74367,false
74548,74547,74558,199,3,TAP,74592,false
74766,74765,74776,200,1,TAP,74818,false
74999,74998,75008,201,2,TAP,75043,false
75216,75215,75223,202,3,TAP,75269,false
75234,75233,75241,202,3,TAP,75271,true
75565,75564,75574,203,2,TAP,75607,false
75782,75781,75790,204,1,RIGHT,75831,false
76133,76132,76142,205,2,TAP,76172,false
76349,76348,76358,206,3,TAP,76396,false
76583,76582,76593,207,2,TAP,76623,false
76799,76798,76809,208,3,TAP,76848,false
77033,77032,77040,209,2,TAP,77075,false
77365,77364,77372,210,2,TAP,77412,false
77699,77698,77707,211,1,TAP,77749,false
77716,77715,77722,211,1,TAP,77751,true
77933,77932,77942,212,2,TAP,77976,false
78148,78147,78157,213,1,RIGHT,78198,false
78382,78381,78392,214,2,TAP,78426,false
78599,78598,78608,215,1,TAP,78652,false
78832,78831,78836,216,2,TAP,78877,false
79182,79181,79187,217,2,TAP,79217,false
79732,79731,79741,218,1,TAP,79779,false
79965,79964,79974,219,2,TAP,80005,false
80183,80182,80192,220,1,TAP,80231,false
80416,80415,80425,221,3,LEFT,80456,false
80632,80631,80641,222,1,RIGHT,80681,false
80866,80865,80875,223,3,LEFT,80905,false
81082,81081,81092,224,1,RIGHT,81131,false
81316,81315,81325,225,2,TAP,81359,false
81533,81532,81543,226,1,TAP,81584,false
81550,81549,81559,226,1,TAP,81586,true
81765,81764,81771,227,2,TAP,81810,false
82216,82215,82225,228,2,TAP,82261,false
82467,82466,82473,229,3,UP,82512,false
82915,82914,82925,230,2,TAP,82954,false
83115,83114,83125,231,3,TAP,83164,false
83349,83348,83359,232,2,TAP,83389,false
83649,83648,83657,233,1,TAP,83690,false
83800,83799,83806,234,3,UP,83838,false
84249,84248,84257,235,1,TAP,84292,false
84249,84248,84257,236,2,TAP,84292,false
84582,84581,84591,237,1,TAP,84630,false
84582,84581,84591,238,2,TAP,84630,false
84915,84914,84921,239,1,TAP,84967,false
85033,85032,85041,240,2,TAP,85082,false
85149,85148,85160,241,1,TAP,85195,false
