frame_ms,capture_ms,ready_ms,id,lane,kind,due_ms,revision
64182,64181,64192,165,3,TAP,64218,false
64399,64398,64407,166,1,TAP,64444,false
64399,64398,64407,167,2,TAP,64444,false
64850,64849,64857,168,3,UP,64894,false
65299,65298,65306,169,2,TAP,65347,false
65749,65748,65756,170,1,TAP,65798,false
66432,66431,66440,171,1,TAP,66474,false
66649,66648,66657,172,2,TAP,66701,false
66882,66881,66889,173,3,TAP,66926,false
67099,67098,67107,174,2,TAP,67152,false
67332,67331,67337,175,1,TAP,67377,false
67565,67564,67572,176,2,TAP,67602,false
67782,67781,67789,177,1,TAP,67825,false
69367,69365,69376,178,3,UP,69404,false
69833,69832,69849,179,1,TAP,69860,false
69833,69832,69849,180,2,TAP,69860,false
70149,70148,70159,181,1,TAP,70198,false
70149,70148,70159,182,2,TAP,70198,false
70165,70164,70172,181,1,TAP,70196,true
70165,70164,70172,182,2,TAP,70196,true
70482,70481,70492,183,1,TAP,70535,false
70716,70715,70723,184,2,TAP,70761,false
71049,71048,71055,185,2,TAP,71101,false
71399,71398,71407,186,1,TAP,71437,false
71615,71614,71620,187,2,TAP,71664,false
71949,71948,71955,188,2,TAP,72002,false
71965,71964,71971,188,2,TAP,72000,true
72298,72297,72308,189,1,TAP,72340,false
72315,72314,72321,189,1,TAP,72338,true
72515,72514,72524,190,2,TAP,72566,false
72749,72748,72758,191,1,TAP,72791,false
72966,72965,72974,192,2,LEFT,73014,false
73199,73198,73208,193,3,TAP,73242,false
73416,73415,73424,194,2,TAP,73469,false
73649,73648,73660,195,3,TAP,73693,false
73866,73865,73875,196,2,TAP,73920,false
73882,73881,73890,196,2,TAP,73918,true
74099,74098,74108,197,1,RIGHT,74140,false
74332,74331,74343,198,2,TAP,74370,false
74548,74547,74558,199,3,TAP,74596,false
74783,74782,74793,200,1,TAP,74821,false
74999,74998,75008,201,2,TAP,75047,false
75234,75233,75241,202,3,TAP,75273,false
75565,75564,75574,203,2,TAP,75610,false
75782,75781,75790,204,1,RIGHT,75835,false
76133,76132,76142,205,2,TAP,76175,false
76349,76348,76358,206,3,TAP,76399,false
76583,76582,76593,207,2,TAP,76626,false
76799,76798,76809,208,3,TAP,76851,false
77033,77032,77040,209,2,TAP,77078,false
77049,77048,77060,209,2,TAP,77076,true
77365,77364,77372,210,2,TAP,77415,false
77716,77715,77722,211,1,TAP,77753,false
77933,77932,77942,212,2,TAP,77979,false
78148,78147,78157,213,1,RIGHT,78201,false
78382,78381,78392,214,2,TAP,78430,false
78616,78615,78625,215,1,TAP,78655,false
78832,78831,78836,216,2,TAP,78880,false
79182,79181,79187,217,2,TAP,79220,false
79732,79731,79741,218,1,TAP,79782,false
79965,79964,79974,219,2,TAP,80008,false
80183,80182,80192,220,1,TAP,80235,false
80416,80415,80425,221,3,LEFT,80459,false
80432,80431,80439,221,3,LEFT,80457,true
80632,80631,80641,222,1,RIGHT,80684,false
80866,80865,80875,223,3,LEFT,80908,false
81082,81081,81092,224,1,RIGHT,81135,false
81099,81098,81108,224,1,RIGHT,81133,true
81316,81315,81325,225,2,TAP,81362,false
81550,81549,81559,226,1,TAP,81588,false
81765,81764,81771,227,2,TAP,81813,false
82216,82215,82225,228,2,TAP,82265,false
82467,82466,82473,229,3,UP,82515,false
82915,82914,82925,230,2,TAP,82957,false
83115,83114,83125,231,3,TAP,83167,false
83349,83348,83359,232,2,TAP,83392,false
83649,83648,83657,233,1,TAP,83693,false
83800,83799,83806,234,3,UP,83841,false
84249,84248,84257,235,1,TAP,84295,false
84249,84248,84257,236,2,TAP,84295,false
84582,84581,84591,237,1,TAP,84633,false
84582,84581,84591,238,2,TAP,84633,false
84933,84932,84939,239,1,TAP,84970,false
85033,85032,85041,240,2,TAP,85086,false
85149,85148,85160,241,1,TAP,85198,false
85165,85164,85176,241,1,TAP,85196,true
