time_ms,gameplay,notes,processing_ms
4468,false,0,0.052
4490,false,0,0.032
4516,false,0,0.038
4532,false,0,0.037
4549,false,0,0.037
4565,false,0,0.079
4586,false,0,0.047
4617,false,0,0.041
4649,false,0,0.080
4679,false,0,0.035
4701,false,0,0.036
4733,false,0,0.034
4749,false,0,0.075
4770,false,0,0.039
4799,false,0,0.038
4816,false,0,0.042
4833,false,0,0.036
4857,false,0,0.034
4882,false,0,0.069
4899,false,0,0.037
4916,false,0,0.032
4933,false,0,0.033
4949,false,0,0.039
4969,false,0,0.095
5017,false,0,0.043
5033,false,0,0.037
5052,false,0,0.054
5083,false,0,0.052
5099,false,0,0.100
5116,false,0,0.044
5133,false,0,0.039
5149,false,0,0.040
5166,false,0,0.042
5183,false,0,0.034
5199,false,0,0.031
5216,false,0,0.033
5245,false,0,0.034
5267,false,0,0.033
5299,false,0,0.101
5316,false,0,0.043
5333,false,0,0.049
5350,false,0,0.102
5366,false,0,0.042
5383,false,0,0.041
5399,false,0,0.035
5416,false,0,0.097
5433,false,0,0.044
5462,false,0,0.032
5485,false,0,0.097
5516,false,0,0.045
5533,false,0,0.042
5550,false,0,0.099
5566,false,0,0.132
5582,false,0,0.104
5599,false,0,0.040
5616,false,0,0.034
5633,false,0,0.030
5660,false,0,0.073
5682,false,0,0.061
5699,false,0,0.029
5716,false,0,0.139
5732,false,0,0.081
5750,false,0,0.107
5766,false,0,0.086
5785,false,0,0.169
5816,false,0,0.022
5832,false,0,0.057
5855,false,0,0.166
5882,false,0,0.023
5899,false,0,0.042
5915,false,0,0.038
5932,false,0,0.082
5950,false,0,0.031
5966,false,0,0.026
5990,false,0,0.060
6016,false,0,0.020
6032,false,0,0.023
6050,false,0,0.018
6066,false,0,0.024
6094,false,0,0.023
6116,false,0,0.020
6133,false,0,0.019
6150,false,0,0.017
6166,false,0,0.016
6182,false,0,0.017
6201,false,0,0.135
6232,false,0,0.014
6249,false,0,0.048
6266,false,0,0.014
6298,false,0,0.040
6316,false,0,0.053
6334,false,0,0.017
6367,false,0,0.018
6383,false,0,0.020
6399,false,0,0.016
6416,false,0,0.019
6432,false,0,0.043
6449,false,0,0.017
6478,false,0,0.016
6500,false,0,0.015
6516,false,0,0.073
6534,false,0,0.015
6559,false,0,0.015
6582,false,0,0.017
6604,false,0,0.019
6626,false,0,0.020
6649,false,0,0.018
6671,false,0,0.017
6694,false,0,0.020
6716,false,0,0.016
6739,false,0,0.055
6761,false,0,0.031
6784,false,0,0.017
6806,false,0,0.083
6829,false,0,0.019
6851,false,0,0.020
6883,false,0,0.015
6900,false,0,0.016
6916,false,0,0.017
6933,false,0,0.017
6949,false,0,0.054
6966,false,0,0.016
6983,false,0,0.074
7000,false,0,0.120
7016,false,0,0.021
7033,false,0,0.017
7061,false,0,0.018
7083,false,0,0.017
7099,false,0,0.017
7116,false,0,0.017
7132,false,0,0.018
7149,false,0,0.017
7166,false,0,0.018
7183,false,0,0.076
7200,false,0,0.020
7216,false,0,0.017
7232,false,0,0.018
7255,false,0,0.019
7283,true,0,1.044
7300,true,0,0.966
7316,true,0,0.985
7332,true,0,0.352
7349,true,0,0.332
7366,true,0,0.392
7383,true,0,0.240
7406,true,0,0.277
7432,true,0,0.220
7449,true,0,0.220
7466,true,0,0.224
7482,true,0,0.255
7500,true,0,0.305
7516,true,0,0.258
7532,true,0,0.224
7549,true,0,0.282
7566,true,0,0.246
7582,true,0,0.286
7600,true,0,0.236
7634,true,0,0.238
7666,true,0,0.248
7682,true,0,0.327
7700,true,0,0.253
7716,true,0,0.271
7732,true,0,0.460
7749,true,0,0.443
7766,true,0,0.545
7782,true,0,0.298
7799,true,0,0.293
7817,true,0,0.280
7845,true,0,0.233
7867,true,0,0.326
7883,true,0,0.302
7899,true,0,0.323
7916,true,0,0.248
7934,true,0,0.306
7966,true,0,0.231
7982,true,0,0.233
7999,true,0,0.261
8016,true,0,0.372
8044,true,0,0.231
8067,true,0,0.351
8084,true,0,0.384
8116,true,0,0.400
8133,true,0,0.375
8149,true,0,0.324
8166,true,0,0.320
8182,true,0,0.331
8199,true,0,0.301
8222,true,0,0.251
8249,true,0,0.315
8266,true,0,0.295
8282,true,0,0.395
8299,true,0,0.349
8316,true,0,0.434
8333,true,0,0.269
8349,true,0,0.390
8366,true,0,0.295
8383,true,0,0.588
8399,true,0,0.293
8416,true,0,0.346
8433,true,0,2.409
8462,true,0,0.353
8485,true,0,0.197
8516,true,0,0.109
8533,true,0,0.102
8551,true,0,0.106
8580,true,0,0.093
8603,true,0,0.132
8634,true,0,0.133
8650,true,0,0.140
8668,true,0,0.123
8684,true,0,0.127
8701,true,0,0.190
8717,true,0,0.129
8737,true,0,0.126
8767,true,0,0.124
8783,true,0,0.121
8801,true,0,0.116
8834,true,0,0.115
8851,true,0,0.119
8867,true,0,0.108
8884,true,0,0.127
8901,true,0,0.159
8917,true,0,0.200
8933,true,0,0.129
8951,true,0,0.101
8968,true,0,0.193
9000,true,0,0.421
9017,true,0,0.354
9033,true,0,0.359
9061,true,0,0.209
9084,true,0,0.246
9100,true,0,0.360
9116,true,0,0.511
9133,true,0,0.621
9151,true,0,0.470
9168,true,0,0.367
9198,true,0,0.510
9222,true,0,0.594
9251,true,1,18.967
9267,true,1,17.604
9284,true,1,21.565
9300,true,1,23.923
9317,true,1,22.028
9334,true,1,23.212
9351,true,1,21.465
9368,true,1,19.636
9384,true,1,3.317
9400,true,1,21.119
9417,true,1,20.462
9434,true,1,17.353
9450,true,1,13.153
9468,true,1,13.169
9484,true,1,16.095
9505,true,1,13.733
9534,true,1,14.340
9551,true,1,24.359
9568,true,1,13.461
9584,true,1,7.873
9601,true,1,8.182
9617,true,1,1.787
9634,true,1,2.692
9650,true,1,1.575
9667,true,1,2.164
9684,true,1,1.673
9700,true,1,1.622
9717,true,2,3.132
9734,true,2,3.151
9750,true,2,3.848
9776,true,1,3.420
9800,true,1,3.775
9816,true,1,1.383
9833,true,1,2.442
9850,true,1,2.115
9866,true,1,2.449
9883,true,1,2.204
9900,true,1,2.152
9916,true,1,2.293
9932,true,1,2.376
9949,true,1,2.517
9966,true,1,2.213
9983,true,1,1.952
9999,true,1,1.481
10016,true,1,1.542
10045,true,1,4.414
10069,true,1,1.457
10100,true,1,0.634
10132,true,1,0.596
10149,true,1,0.736
10166,true,1,0.598
10200,true,0,0.304
10216,true,0,0.078
10232,true,0,0.093
10263,true,0,0.097
10286,true,0,0.304
10316,true,0,0.108
10333,true,0,0.133
10349,true,0,0.129
10366,true,1,0.696
10383,true,1,0.451
10399,true,1,0.700
10416,true,1,0.469
10445,true,1,0.706
10469,true,1,0.504
10500,true,1,0.511
10516,true,1,0.880
10532,true,1,0.966
10549,true,1,0.645
10566,true,1,0.535
10583,true,1,0.513
10600,true,2,0.911
10616,true,2,0.884
10633,true,2,0.882
10649,true,2,0.928
10666,true,2,0.922
10682,true,2,0.958
10699,true,2,0.925
10716,true,2,1.111
10733,true,2,1.016
10749,true,2,0.919
10766,true,2,0.976
10782,true,2,1.012
10800,true,2,1.330
10830,true,2,1.008
10856,true,2,3.202
10882,true,2,1.238
10900,true,1,0.577
10916,true,1,1.058
10932,true,1,1.382
10949,true,1,0.854
10966,true,1,0.616
10982,true,1,2.925
11000,true,1,0.688
11016,true,1,0.786
11033,true,1,1.190
11056,true,1,1.147
11082,true,1,1.140
11099,true,1,1.182
11116,true,0,0.137
11133,true,0,0.078
11149,true,0,0.106
11166,true,0,0.075
11182,true,0,0.075
11199,true,0,0.080
11216,true,0,0.105
11244,true,0,0.109
11267,true,1,0.458
11299,true,1,0.510
11317,true,1,0.511
11333,true,1,0.461
11349,true,1,0.567
11366,true,1,0.524
11382,true,1,0.537
11399,true,1,0.562
11416,true,1,0.724
11445,true,1,0.707
11469,true,1,0.563
11499,true,2,0.904
11516,true,2,0.916
11533,true,2,0.889
11550,true,2,0.880
11566,true,2,0.877
11582,true,2,0.912
11599,true,2,0.930
11616,true,2,0.894
11633,true,2,0.949
11650,true,2,0.914
11666,true,2,0.925
11682,true,2,0.960
11699,true,2,0.929
11716,true,2,0.974
11733,true,2,0.995
11750,true,2,0.986
11783,true,1,0.509
11800,true,1,0.507
11816,true,1,0.533
11833,true,1,0.558
11850,true,1,0.557
11866,true,1,0.587
11883,true,1,0.541
11899,true,1,0.575
11916,true,1,0.593
11933,true,1,0.581
11950,true,1,0.572
11966,true,1,0.584
11982,true,1,0.864
11999,true,0,0.098
12017,true,0,0.075
12047,true,0,0.084
12071,true,0,0.133
12099,true,0,0.172
12116,true,0,0.122
12132,true,0,0.109
12150,true,0,0.145
12166,true,1,0.555
12186,true,1,0.470
12216,true,1,0.557
12233,true,1,0.838
12250,true,1,0.517
12266,true,1,0.511
12283,true,1,0.501
12299,true,1,0.630
12316,true,1,1.154
12332,true,1,0.707
12350,true,1,2.641
12366,true,1,4.249
12383,true,1,1.605
12399,true,2,4.935
12416,true,2,0.989
12432,true,2,0.916
12450,true,2,0.987
12466,true,2,0.942
12482,true,2,0.974
12499,true,2,0.904
12516,true,2,0.930
12532,true,2,0.911
12550,true,2,0.939
12567,true,2,0.990
12599,true,2,0.963
12616,true,2,1.006
12632,true,2,1.021
12650,true,2,0.990
12683,true,1,0.499
12700,true,1,0.603
12716,true,1,0.628
12732,true,1,0.505
12749,true,1,0.619
12766,true,1,0.726
12783,true,1,0.535
12799,true,1,0.538
12816,true,1,0.677
12833,true,1,0.596
12849,true,2,0.984
12866,true,2,0.926
12883,true,2,0.976
12899,true,1,0.433
12916,true,1,0.539
12933,true,1,0.854
12949,true,1,0.484
12966,true,1,0.456
12983,true,1,0.579
12999,true,1,0.600
13016,true,1,0.927
13032,true,1,0.897
13051,true,1,0.974
13067,true,1,0.674
13083,true,1,0.849
13099,true,1,1.215
13116,true,1,1.267
13132,true,1,0.514
13149,true,1,1.007
13166,true,1,0.701
13183,true,1,1.138
13200,true,1,0.643
13216,true,1,0.654
13232,true,1,0.597
13249,true,1,0.562
13266,true,1,0.840
13283,true,1,1.206
13300,true,2,1.097
13316,true,2,1.276
13332,true,2,1.108
13349,true,2,0.986
13367,true,1,0.438
13383,true,1,0.474
13400,true,1,0.467
13416,true,1,0.501
13432,true,1,0.542
13449,true,1,0.469
13466,true,1,0.504
13483,true,1,0.517
13500,true,1,0.516
13516,true,1,0.542
13532,true,1,0.474
13549,true,1,0.497
13565,true,1,0.552
13583,true,1,0.487
13599,true,1,0.504
13616,true,1,0.491
13632,true,1,0.570
13649,true,1,0.606
13666,true,1,0.660
13683,true,1,0.586
13700,true,1,0.562
13716,true,1,0.581
13732,true,1,0.697
13749,true,1,0.567
13766,true,1,0.601
13783,true,1,0.631
13816,true,0,0.091
13847,true,0,0.079
13872,true,0,0.081
13900,true,0,0.114
13916,true,0,0.082
13932,true,0,0.123
13949,true,0,0.105
13966,true,0,0.102
13982,true,1,0.476
14000,true,1,0.428
14016,true,1,0.437
14035,true,1,0.573
14066,true,1,0.523
14082,true,1,0.466
14099,true,1,0.473
14116,true,1,0.565
14133,true,1,0.586
14149,true,1,0.567
14166,true,1,0.476
14182,true,1,0.487
14200,true,2,0.858
14216,true,2,0.835
14233,true,2,0.898
14249,true,2,0.864
14266,true,2,0.856
14282,true,2,0.998
14299,true,2,2.192
14316,true,2,1.744
14333,true,2,0.902
14349,true,2,0.978
14365,true,2,4.057
14382,true,2,1.636
14399,true,2,1.089
14417,true,2,1.258
14433,true,2,1.145
14449,true,2,0.964
14466,true,2,1.226
14483,true,1,0.497
14499,true,1,0.481
14516,true,1,0.503
14533,true,1,0.536
14549,true,1,1.001
14566,true,1,0.526
14582,true,1,0.575
14599,true,1,0.509
14616,true,1,0.833
14633,true,1,0.801
14649,true,1,0.849
14666,true,1,0.801
14682,true,1,0.903
14700,true,1,1.044
14717,true,0,0.463
14733,true,0,0.138
14749,true,0,0.149
14766,true,0,0.104
14782,true,0,0.065
14799,true,0,0.084
14816,true,0,0.063
14833,true,0,0.091
14850,true,0,0.071
14866,true,0,0.171
14882,true,1,0.668
14899,true,1,0.660
14916,true,1,0.483
14933,true,1,0.697
14950,true,1,0.710
14966,true,1,0.827
14982,true,1,0.655
14999,true,1,0.638
15016,true,1,0.480
15034,true,1,0.444
15050,true,1,0.645
15066,true,1,0.715
15082,true,1,0.748
15099,true,2,0.840
15116,true,2,0.898
15134,true,2,0.832
15150,true,2,0.816
15166,true,2,0.960
15182,true,2,1.021
15199,true,2,1.351
15216,true,2,1.477
15233,true,2,1.530
15249,true,2,0.960
15266,true,2,0.903
15282,true,2,0.948
15299,true,2,1.011
15316,true,2,1.356
15333,true,2,2.609
15350,true,2,1.673
15366,true,2,1.612
15383,true,1,0.494
15399,true,1,0.809
15416,true,1,0.605
15433,true,1,0.511
15450,true,1,0.513
15467,true,1,0.503
15483,true,1,0.540
15499,true,1,0.734
15516,true,1,0.571
15532,true,1,0.895
15550,true,1,0.569
15566,true,1,0.565
15582,true,1,0.611
15599,true,1,1.151
15617,true,0,0.271
15633,true,0,0.106
15650,true,0,0.074
15666,true,0,0.067
15682,true,0,0.097
15699,true,0,0.138
15716,true,0,0.231
15733,true,0,0.100
15750,true,0,0.112
15766,true,0,0.120
15782,true,1,0.768
15799,true,1,0.432
15816,true,1,0.801
15832,true,1,0.440
15850,true,1,0.504
15866,true,1,0.483
15882,true,1,0.599
15899,true,1,0.762
15916,true,1,0.748
15932,true,1,0.734
15949,true,1,0.719
15966,true,1,0.915
15983,true,1,0.772
15999,true,1,0.837
16016,true,2,1.620
16032,true,2,1.213
16049,true,2,1.076
16066,true,2,1.464
16083,true,2,1.552
16099,true,2,1.620
16116,true,2,1.578
16132,true,2,1.637
16149,true,2,1.713
16167,true,2,1.567
16183,true,2,1.482
16199,true,2,1.062
16216,true,2,1.123
16232,true,2,1.131
16249,true,2,1.540
16266,true,2,1.176
16283,true,1,0.496
16300,true,1,0.655
16316,true,1,0.962
16333,true,1,0.555
16349,true,1,0.733
16366,true,1,0.673
16383,true,1,0.545
16399,true,1,0.799
16416,true,1,0.963
16433,true,1,0.867
16449,true,2,1.493
16466,true,2,1.464
16483,true,2,1.467
16499,true,2,1.549
16516,true,1,0.621
16532,true,1,0.633
16550,true,1,0.746
16566,true,1,0.693
16583,true,1,0.711
16601,true,1,0.733
16632,true,1,0.531
16649,true,1,0.485
16666,true,1,0.494
16683,true,1,0.482
16699,true,1,0.615
16716,true,1,0.516
16732,true,1,0.481
16749,true,1,0.504
16766,true,1,0.484
16783,true,1,0.517
16799,true,1,0.550
16816,true,1,0.547
16832,true,1,0.567
16849,true,1,0.541
16865,true,1,0.590
16883,true,1,0.592
16899,true,1,0.573
16916,true,2,0.928
16934,true,2,0.968
16966,true,1,0.463
16983,true,1,0.489
17000,true,1,0.463
17016,true,1,0.444
17033,true,1,0.473
17049,true,1,0.461
17066,true,1,0.459
17083,true,1,0.555
17100,true,1,0.466
17116,true,1,0.451
17132,true,1,0.467
17149,true,1,0.468
17166,true,1,0.553
17182,true,1,0.516
17200,true,1,0.574
17216,true,1,0.496
17232,true,1,0.517
17249,true,1,0.501
17266,true,1,0.505
17283,true,1,0.567
17300,true,1,0.510
17316,true,1,0.553
17332,true,1,0.567
17349,true,1,0.593
17366,true,1,0.685
17382,true,1,0.596
17399,true,1,0.633
17416,true,0,0.268
17433,true,0,0.117
17450,true,0,0.104
17466,true,0,0.118
17482,true,0,0.109
17500,true,0,0.100
17516,true,0,0.074
17532,true,0,0.074
17548,true,0,0.078
17580,true,0,0.093
17611,true,1,1.279
17645,true,1,0.464
17678,true,1,0.659
17711,true,1,0.443
17744,true,1,0.482
17776,true,1,0.495
17809,true,1,0.532
17842,true,2,1.260
17876,true,2,0.903
17910,true,2,0.900
17945,true,2,2.017
17979,true,2,0.959
18013,true,2,1.080
18048,true,2,1.022
18083,true,2,1.242
18118,true,1,0.588
18150,true,1,0.548
18183,true,1,0.616
18216,true,1,1.106
18249,true,1,0.583
18285,true,1,0.696
18319,true,1,0.670
18354,true,0,0.085
18387,true,0,0.081
18420,true,0,0.182
18453,true,0,0.081
18486,true,1,0.480
18521,true,1,0.440
18555,true,1,0.484
18589,true,1,0.552
18625,true,1,0.559
18659,true,1,0.543
18693,true,1,0.530
18726,true,2,1.088
18761,true,2,1.155
18797,true,2,1.041
18832,true,2,1.008
18868,true,2,1.483
18904,true,2,1.238
18940,true,2,2.562
18976,true,2,1.027
19012,true,2,1.001
19049,true,1,0.629
19083,true,1,0.604
19117,true,1,0.568
19151,true,1,0.732
19186,true,1,0.788
19221,true,1,0.655
19256,true,0,0.115
19289,true,0,0.186
19321,true,0,0.101
19353,true,0,0.079
19386,true,1,0.576
19419,true,1,0.644
19453,true,1,0.558
19488,true,1,0.758
19522,true,1,0.694
19556,true,1,0.555
19589,true,1,0.533
19623,true,2,2.100
19658,true,2,1.889
19693,true,2,0.950
19729,true,2,1.834
19764,true,2,1.789
19800,true,2,1.804
19836,true,2,1.861
19871,true,2,1.904
19907,true,2,1.918
19944,true,1,0.924
19978,true,1,0.531
20012,true,1,0.637
20046,true,1,0.626
20080,true,2,1.079
20116,true,2,0.974
20151,true,2,0.969
20186,true,1,0.693
20220,true,1,0.508
20253,true,1,0.508
20287,true,1,0.566
20320,true,1,0.605
20353,true,1,0.501
20385,true,1,0.528
20418,true,1,0.564
20450,true,1,0.554
20483,true,1,0.572
20516,true,2,0.963
20550,true,2,0.910
20584,true,2,1.034
20619,true,1,0.547
20652,true,1,0.469
20684,true,1,0.488
20717,true,1,0.575
20750,true,1,0.553
20783,true,1,0.555
20816,true,1,0.512
20849,true,1,0.546
20882,true,1,0.551
20917,true,1,0.519
20950,true,1,0.591
20984,true,1,1.011
21017,true,1,0.878
21052,true,0,0.092
21084,true,0,0.071
21116,true,0,0.073
21148,true,0,0.070
21180,true,0,0.116
21212,true,1,0.494
21245,true,1,0.570
21278,true,1,0.497
21311,true,1,0.486
21344,true,1,0.472
21377,true,1,0.450
21409,true,1,0.514
21442,true,2,1.004
21476,true,2,0.863
21509,true,2,1.656
21543,true,2,1.045
21578,true,2,0.928
21612,true,2,1.165
21647,true,2,1.170
21681,true,2,0.995
21715,true,2,1.080
21749,true,1,0.491
21782,true,1,0.592
21815,true,1,0.546
21848,true,1,0.614
21882,true,1,0.571
21917,true,1,0.630
21951,true,0,0.133
21983,true,0,0.099
22015,true,0,0.073
22047,true,0,0.085
22078,true,0,0.067
22110,true,1,0.540
22143,true,1,0.477
22176,true,1,0.430
22209,true,1,0.603
22241,true,1,0.541
22274,true,1,0.477
22306,true,1,0.604
22339,true,1,0.497
22372,true,1,0.634
22405,true,1,0.496
22438,true,1,0.530
22471,true,2,1.124
22505,true,2,1.376
22539,true,2,2.842
22572,true,2,16.767
22607,true,2,4.658
22643,true,1,2.438
22675,true,1,3.290
22708,true,1,2.329
22741,true,1,2.319
22773,true,1,2.364
22806,true,1,2.781
22839,true,1,2.361
22872,true,0,0.097
22904,true,0,0.069
22935,true,0,0.079
22967,true,0,0.083
23000,true,0,0.110
23032,true,0,0.064
23064,true,0,0.064
23095,true,0,0.082
23127,true,0,0.126
23161,true,0,0.063
23192,true,0,0.065
23223,true,0,0.102
23254,true,0,0.123
23286,true,0,0.109
23318,true,0,0.094
23350,true,0,0.110
23382,true,0,0.065
23413,true,0,0.062
23445,true,0,0.061
23476,true,0,0.075
23508,true,0,0.065
23539,true,0,0.069
23570,true,0,0.065
23601,true,0,0.066
23633,true,0,0.065
23664,true,0,0.068
23695,true,0,0.065
23727,true,0,0.065
23759,true,1,1.057
23792,true,1,0.888
23825,true,0,0.073
23858,true,1,0.790
23892,true,1,0.844
23925,true,1,2.174
23958,true,1,2.289
23991,true,1,2.342
24025,true,1,2.164
24058,true,1,2.392
24091,true,1,2.475
24124,true,1,2.478
24157,true,1,3.095
24190,true,1,2.692
24227,true,0,0.068
24259,true,1,3.301
24291,true,1,3.401
24324,true,1,3.388
24357,true,1,3.701
24389,true,1,3.474
24422,true,1,3.545
24455,true,1,3.587
24488,true,1,3.694
24522,true,2,5.693
24556,true,2,5.167
24590,true,2,4.589
24624,true,2,4.864
24659,true,1,2.126
24692,true,1,2.104
24724,true,1,2.181
24757,true,1,3.571
24790,true,1,3.553
24822,true,1,3.435
24855,true,2,6.005
24889,true,2,5.437
24923,true,2,6.655
24957,true,2,4.875
24992,true,2,5.150
25027,true,1,2.284
25060,true,1,2.122
25092,true,2,4.739
25126,true,2,4.867
25160,true,2,4.371
25193,true,2,4.364
25227,true,2,4.344
25261,true,2,4.564
25296,true,2,3.714
25330,true,3,3.776
25366,true,2,3.147
25400,true,2,3.054
25434,true,2,2.204
25468,true,2,2.909
25502,true,2,2.100
25537,true,3,3.025
25572,true,2,2.303
25606,true,2,2.233
25640,true,2,2.360
25676,true,2,2.954
25711,true,2,1.938
25747,true,2,2.144
25782,true,3,3.518
25818,true,2,2.144
25852,true,2,2.642
25886,true,2,2.048
25920,true,2,2.133
25954,true,2,2.490
25989,true,3,2.865
26025,true,2,2.062
26059,true,2,2.263
26093,true,2,2.091
26127,true,2,1.894
26161,true,2,1.706
26195,true,2,1.434
26229,true,2,1.938
26263,true,2,2.758
26297,true,1,1.115
26330,true,1,1.177
26363,true,1,1.123
26395,true,1,0.929
26428,true,1,0.927
26461,true,2,1.761
26495,true,2,1.421
26529,true,1,1.687
26562,true,1,1.211
26595,true,1,1.299
26627,true,1,1.445
26659,true,1,1.500
26693,true,2,2.190
26727,true,2,1.589
26761,true,2,2.205
26796,true,2,1.613
26830,true,2,2.264
26865,true,2,1.423
26899,true,3,2.179
26936,true,2,1.614
26971,true,2,1.481
27005,true,2,5.520
27040,true,2,3.030
27075,true,2,1.623
27110,true,2,2.760
27145,true,1,0.845
27178,true,1,0.817
27211,true,1,0.970
27244,true,1,1.182
27277,true,1,0.944
27310,true,1,1.168
27343,true,2,1.474
27378,true,1,0.841
27411,true,1,0.814
27445,true,1,0.714
27479,true,1,0.717
27511,true,1,0.855
27544,true,1,1.006
27577,true,1,0.776
27610,true,1,0.813
27643,true,2,3.194
27678,true,2,4.006
27712,true,2,5.315
27746,true,2,4.892
27781,true,2,4.647
27816,true,2,4.701
27852,true,1,2.362
27885,true,1,2.871
27918,true,1,2.657
27951,true,1,2.667
27983,true,1,3.013
28016,true,1,1.288
28049,true,1,16.824
28082,true,1,3.377
28115,true,1,3.641
28148,true,0,0.097
28179,true,0,0.081
28210,true,0,0.081
28241,true,0,0.071
28273,true,0,0.081
28304,true,0,0.088
28335,true,0,0.096
28366,true,0,0.117
28398,true,0,0.081
28428,true,0,0.173
28459,true,1,2.166
28490,true,1,2.226
28522,true,1,2.280
28553,true,1,2.618
28585,true,1,2.306
28617,true,1,2.332
28648,true,1,2.719
28680,true,1,2.450
28712,true,2,4.469
28744,true,2,4.635
28777,true,2,5.135
28810,true,2,4.915
28843,true,2,5.112
28876,true,2,5.377
28909,true,2,5.553
28942,true,2,8.091
28975,true,2,5.272
29008,true,2,8.025
29041,true,2,5.422
29074,true,2,1.228
29107,true,2,1.211
29140,true,3,1.745
29174,true,2,1.070
29207,true,2,1.111
29240,true,2,1.073
29273,true,2,1.133
29306,true,2,1.289
29339,true,2,1.725
29372,true,3,1.606
29407,true,2,1.039
29441,true,2,1.078
29475,true,2,1.054
29508,true,2,1.096
29542,true,2,1.114
29575,true,2,1.128
29609,true,3,1.561
29644,true,2,1.047
29678,true,2,1.083
29712,true,2,1.102
29745,true,2,1.176
29779,true,2,1.175
29813,true,2,1.233
29847,true,2,1.220
29881,true,1,0.598
