time_ms,lane,kind,y,score
11933,2,TAP,0.5942308,1.0000
11933,3,UP,0.4740385,0.9515
11950,2,TAP,0.6067308,1.0000
11950,3,UP,0.4855769,0.9607
11967,2,TAP,0.6192308,1.0000
11967,3,UP,0.4966346,0.9495
11983,2,TAP,0.6322115,1.0000
11983,3,UP,0.5086538,0.9447
12000,2,TAP,0.6447143,1.0000
12000,3,UP,0.5201923,0.9420
12017,2,TAP,0.6581946,1.0000
12017,3,UP,0.5317308,0.9393
12050,2,TAP,0.6841346,1.0000
12050,3,UP,0.5562500,0.9274
12067,2,TAP,0.6975962,1.0000
12067,3,UP,0.5682692,0.9155
12083,2,TAP,0.7110787,1.0000
12083,3,UP,0.5802885,0.9188
12100,2,TAP,0.7250000,1.0000
12100,3,UP,0.5927885,0.9028
12117,2,TAP,0.4855769,1.0000
12117,3,UP,0.6052885,0.9142
12133,2,TAP,0.4971154,1.0000
12133,3,UP,0.6177885,0.9070
12150,2,TAP,0.5081731,1.0000
12150,3,UP,0.6307692,0.8946
12167,2,TAP,0.5197115,1.0000
12167,3,UP,0.6437500,0.8894
12183,2,TAP,0.5317308,1.0000
12183,3,UP,0.6572115,0.8806
12200,2,TAP,0.5432692,1.0000
12200,3,UP,0.6701923,0.8652
12216,2,TAP,0.5548077,1.0000
12216,3,UP,0.6841346,0.8732
12233,2,TAP,0.5668269,1.0000
12233,3,UP,0.6975962,0.8441
12249,2,TAP,0.5793436,1.0000
12249,3,UP,0.7110577,0.8381
12267,2,TAP,0.5913462,1.0000
12267,3,UP,0.7250000,0.8325
12283,1,TAP,0.4841346,1.0000
12283,2,TAP,0.6038462,1.0000
12300,1,TAP,0.4956843,1.0000
12300,2,TAP,0.6163462,1.0000
12316,1,TAP,0.5067429,1.0000
12316,2,TAP,0.6293269,1.0000
12333,1,TAP,0.5182692,1.0000
12333,2,TAP,0.6418269,1.0000
12351,1,TAP,0.5298077,1.0000
12351,2,TAP,0.6553129,1.0000
12384,1,TAP,0.5538462,1.0000
12384,2,TAP,0.6812500,1.0000
12400,1,TAP,0.5653752,1.0000
12400,2,TAP,0.6947115,1.0000
12416,1,TAP,0.5778846,1.0000
12416,2,TAP,0.7081982,1.0000
12433,1,TAP,0.5899136,1.0000
12433,2,TAP,0.7216346,1.0000
12450,1,TAP,0.6023997,1.0000
12450,3,TAP,0.4826923,1.0000
12466,1,TAP,0.6149038,1.0000
12466,3,TAP,0.4942208,1.0000
12483,1,TAP,0.6278801,1.0000
12483,3,TAP,0.5057692,1.0000
12500,1,TAP,0.6408749,1.0000
12500,3,TAP,0.5173077,1.0000
12517,1,TAP,0.6533627,1.0000
12517,3,TAP,0.5288462,1.0000
12550,1,TAP,0.6793336,1.0000
12550,3,TAP,0.5524038,1.0000
12566,1,TAP,0.6932734,1.0000
12566,3,TAP,0.5644113,1.0000
12583,1,TAP,0.7062500,1.0000
12583,3,TAP,0.5764479,1.0000
12600,1,TAP,0.7206679,1.0000
12600,3,TAP,0.5884733,1.0000
12617,2,UP,0.4807692,0.8333
12617,3,TAP,0.6009708,1.0000
12633,2,UP,0.4918269,0.8314
12633,3,TAP,0.6139409,1.0000
12650,2,UP,0.5028846,0.8115
12650,3,TAP,0.6264341,1.0000
12666,2,UP,0.5149038,0.8266
12666,3,TAP,0.6389559,1.0000
12683,2,UP,0.5264423,0.8294
12683,3,TAP,0.6519249,1.0000
12700,2,UP,0.5384615,0.8153
12700,3,TAP,0.6649132,1.0000
12718,2,UP,0.5504808,0.8258
12718,3,TAP,0.6783654,1.0000
12750,2,UP,0.5745192,0.8164
12750,3,TAP,0.7052937,1.0000
12766,2,UP,0.5870192,0.8173
12766,3,TAP,0.7187500,1.0000
12783,2,UP,0.6000000,0.8232
12783,3,TAP,0.7327017,1.0000
12783,3,TAP,0.4802885,1.0000
12800,2,UP,0.6120192,0.8182
12800,3,TAP,0.4918156,1.0000
12817,2,UP,0.6250000,0.8241
12817,3,TAP,0.5028846,1.0000
12850,2,UP,0.6509615,0.8193
12850,3,TAP,0.5259615,1.0000
12866,2,UP,0.6649038,0.8146
12866,3,TAP,0.5375040,1.0000
12882,2,UP,0.6778846,0.8232
12882,3,TAP,0.5500095,1.0000
12900,2,UP,0.6918269,0.8164
12900,3,TAP,0.5615345,1.0000
12917,2,UP,0.7052885,0.8155
12917,3,TAP,0.5740361,1.0000
12933,2,UP,0.7192308,0.8184
12933,3,TAP,0.5864509,1.0000
12951,3,TAP,0.5985660,1.0000
12984,3,TAP,0.6235700,1.0000
13000,1,DOWN,0.5125000,0.7654
13000,3,TAP,0.6360673,1.0000
13017,1,DOWN,0.5235577,0.7721
13017,3,TAP,0.6490036,1.0000
13033,1,DOWN,0.5355769,0.7832
13033,3,TAP,0.6620327,1.0000
13049,1,DOWN,0.5475962,0.7650
13049,3,TAP,0.6751055,1.0000
13066,1,DOWN,0.5596154,0.7778
13066,3,TAP,0.6889543,1.0000
13083,1,DOWN,0.5721154,0.7834
13083,3,TAP,0.7019597,1.0000
13100,1,DOWN,0.5841346,0.7973
13100,3,TAP,0.7158785,1.0000
13117,1,DOWN,0.5971154,0.7806
13117,2,TAP,0.4778846,1.0000
13117,3,TAP,0.7293400,1.0000
13133,1,DOWN,0.6091346,0.8000
13133,2,TAP,0.4894231,1.0000
13151,1,DOWN,0.6221154,0.8159
13151,2,TAP,0.5004808,1.0000
13183,1,DOWN,0.6480769,0.8337
13183,2,TAP,0.5233330,1.0000
13200,1,DOWN,0.6610577,0.8252
13200,2,TAP,0.5355769,1.0000
13217,1,DOWN,0.6750000,0.8298
13217,2,TAP,0.5471154,1.0000
13233,1,DOWN,0.6879808,0.8230
13233,2,TAP,0.5586538,1.0000
13250,1,DOWN,0.7019231,0.8314
13250,2,TAP,0.5706731,1.0000
13266,1,DOWN,0.7158654,0.8585
13266,2,TAP,0.5831731,1.0000
13283,1,DOWN,0.7298077,0.8361
13283,2,TAP,0.5951977,1.0000
13283,3,UP,0.4750000,0.9569
13300,2,TAP,0.6081731,1.0000
13300,3,UP,0.4870192,0.9537
13317,2,TAP,0.6206731,1.0000
13317,3,UP,0.4980769,0.9395
13333,2,TAP,0.6331731,1.0000
13333,3,UP,0.5096154,0.9466
13350,2,TAP,0.6461774,1.0000
13350,3,UP,0.5216346,0.9420
13367,2,TAP,0.6591346,1.0000
13367,3,UP,0.5331731,0.9633
13383,2,TAP,0.6725962,1.0000
13383,3,UP,0.5451923,0.9213
13399,2,TAP,0.6860577,1.0000
13399,3,UP,0.5572115,0.9274
13417,2,TAP,0.6990385,1.0000
13417,3,UP,0.5692308,0.9138
13433,2,TAP,0.7129600,1.0000
13433,3,UP,0.5812500,0.8998
13449,2,TAP,0.7264423,1.0000
13449,3,UP,0.5942308,0.9028
13467,2,TAP,0.4865385,1.0000
13467,3,UP,0.6067308,0.9163
13483,2,TAP,0.4980769,1.0000
13483,3,UP,0.6192308,0.8753
13499,2,TAP,0.5096154,1.0000
13499,3,UP,0.6322115,0.8941
13517,2,TAP,0.5211538,1.0000
13517,3,UP,0.6451923,0.8873
13534,2,TAP,0.5326923,1.0000
13534,3,UP,0.6586538,0.8605
13550,2,TAP,0.5442308,1.0000
13550,3,UP,0.6721154,0.8774
13566,2,TAP,0.5562444,1.0000
13566,3,UP,0.6850962,0.8685
13583,2,TAP,0.5682692,1.0000
13583,3,UP,0.6990385,0.8626
13600,2,TAP,0.5807848,1.0000
13600,3,UP,0.7129808,0.8274
13617,2,TAP,0.5928105,1.0000
13617,3,UP,0.7269231,0.8369
13633,2,TAP,0.6052885,1.0000
13633,3,LEFT,0.4841346,0.8959
13649,2,TAP,0.6177885,1.0000
13649,3,LEFT,0.4951923,0.8993
13666,2,TAP,0.6302885,1.0000
13666,3,LEFT,0.5072115,0.9024
13683,2,TAP,0.6437500,1.0000
13683,3,LEFT,0.5187500,0.9046
13700,2,TAP,0.6562594,1.0000
13717,2,TAP,0.6697115,1.0000
13734,2,TAP,0.6826923,1.0000
13734,3,LEFT,0.5543269,0.9235
13750,2,TAP,0.6961538,1.0000
13750,3,LEFT,0.5663462,0.9136
13767,2,TAP,0.7096444,1.0000
13767,3,LEFT,0.5788462,0.9158
13783,2,TAP,0.7235577,1.0000
13783,3,LEFT,0.5913462,0.9181
13800,2,TAP,0.4841346,1.0000
13800,3,LEFT,0.6033654,0.9185
13816,2,TAP,0.4951923,1.0000
13816,3,LEFT,0.6163462,0.9132
13834,2,TAP,0.5064338,1.0000
13834,3,LEFT,0.6293269,0.9254
13850,2,TAP,0.5182692,1.0000
13850,3,LEFT,0.6423077,0.9132
13866,2,TAP,0.5298077,1.0000
13866,3,LEFT,0.6552885,0.9132
13883,2,TAP,0.5413603,1.0000
13883,3,LEFT,0.6687500,0.9453
13900,2,TAP,0.5538462,1.0000
13900,3,LEFT,0.6822115,0.9227
13917,2,TAP,0.5653846,1.0000
13917,3,LEFT,0.6961538,0.9353
13934,2,TAP,0.5778933,1.0000
13934,3,LEFT,0.7100962,0.9350
13952,2,TAP,0.5899190,1.0000
13952,3,LEFT,0.7235577,0.9323
13983,2,TAP,0.6149038,1.0000
14000,2,TAP,0.6274038,1.0000
14016,1,DOWN,0.5158654,0.7657
14016,2,TAP,0.6404351,1.0000
14033,1,DOWN,0.5278846,0.7685
14033,2,TAP,0.6533654,1.0000
14050,1,DOWN,0.5394231,0.7749
14050,2,TAP,0.6668269,1.0000
14066,1,DOWN,0.5514423,0.7870
14066,2,TAP,0.6793269,1.0000
14082,1,DOWN,0.5634615,0.7804
14082,2,TAP,0.6932692,1.0000
14099,1,DOWN,0.5759615,0.7770
14099,2,TAP,0.7062646,1.0000
14116,1,DOWN,0.5884615,0.7862
14116,2,TAP,0.7206731,1.0000
14134,1,DOWN,0.6009615,0.7972
14134,2,TAP,0.4817308,1.0000
14150,1,DOWN,0.6134615,0.7991
14150,2,TAP,0.4933271,1.0000
14167,1,DOWN,0.6259615,0.8112
14167,2,TAP,0.5043269,1.0000
14183,1,DOWN,0.6394231,0.8152
14183,2,TAP,0.5158654,1.0000
14200,1,DOWN,0.6528846,0.8216
14200,2,TAP,0.5274166,1.0000
14216,1,DOWN,0.6658654,0.8176
14216,2,TAP,0.5394231,1.0000
14234,1,DOWN,0.6793269,0.8282
14234,2,TAP,0.5509615,1.0000
14250,1,DOWN,0.6927885,0.8210
14250,2,TAP,0.5629864,1.0000
14266,1,DOWN,0.7067308,0.8318
14266,2,TAP,0.5750000,1.0000
14283,1,DOWN,0.7201923,0.8463
14283,2,TAP,0.5870247,1.0000
14300,2,TAP,0.5995247,1.0000
14300,3,UP,0.4788462,0.9635
14316,2,TAP,0.6120192,1.0000
14316,3,UP,0.4903846,0.9393
14334,2,TAP,0.6245192,1.0000
14334,3,UP,0.5019231,0.9466
14350,2,TAP,0.6375000,1.0000
14350,3,UP,0.5134615,0.9539
14367,2,TAP,0.6504915,1.0000
14367,3,UP,0.5254808,0.9444
14383,2,TAP,0.6634507,1.0000
14383,3,UP,0.5370192,0.9358
14400,2,TAP,0.6764423,1.0000
14400,3,UP,0.5490385,0.9336
14417,2,TAP,0.6899038,1.0000
14417,3,UP,0.5610577,0.9395
14433,2,TAP,0.7033654,1.0000
14433,3,UP,0.5730769,0.9011
14450,2,TAP,0.7172971,1.0000
14450,3,UP,0.5855769,0.8915
14466,2,TAP,0.7312500,1.0000
14466,2,TAP,0.4793269,1.0000
14466,3,UP,0.5980769,0.9023
14484,2,TAP,0.4903846,1.0000
14484,3,UP,0.6110577,0.8941
14500,2,TAP,0.5019231,1.0000
14500,3,UP,0.6235577,0.8920
14516,2,TAP,0.5134615,1.0000
14516,3,UP,0.6365385,0.9040
14533,2,TAP,0.5250217,1.0000
14533,3,UP,0.6500000,0.8646
14550,2,TAP,0.5365385,1.0000
14550,3,UP,0.6629808,0.8685
14567,2,TAP,0.5480769,1.0000
14567,3,UP,0.6769231,0.8899
14583,2,TAP,0.5600962,1.0000
14583,3,UP,0.6899038,0.8565
14600,2,TAP,0.5721154,1.0000
14600,3,UP,0.7038462,0.8747
14616,2,TAP,0.5846046,1.0000
14616,3,UP,0.7173077,0.8429
14633,2,TAP,0.5971046,1.0000
14633,3,UP,0.7312500,0.8511
14633,3,UP,0.4764423,0.9615
14650,2,TAP,0.6091401,1.0000
14650,3,UP,0.4879808,0.9513
14667,2,TAP,0.6216346,1.0000
14667,3,UP,0.4990385,0.9444
14683,2,TAP,0.6346154,1.0000
14683,3,UP,0.5105769,0.9395
14699,2,TAP,0.6476924,1.0000
14699,3,UP,0.5225962,0.9420
14717,2,TAP,0.6601015,1.0000
14733,2,TAP,0.6735577,1.0000
14751,2,TAP,0.6870192,1.0000
14751,3,UP,0.5581731,0.9227
14767,2,TAP,0.7004808,1.0000
14767,3,UP,0.5701923,0.9091
14783,2,TAP,0.7139423,1.0000
14783,3,UP,0.5831731,0.9087
14799,2,TAP,0.7278846,1.0000
14799,2,TAP,0.4764609,1.0000
14799,3,UP,0.5951923,0.9002
14816,2,TAP,0.4879808,1.0000
14816,3,UP,0.6076923,0.9209
14833,2,TAP,0.4990442,1.0000
14833,3,UP,0.6206731,0.8873
14850,2,TAP,0.5105769,1.0000
14850,3,UP,0.6336538,0.8832
14866,2,TAP,0.5218184,1.0000
14866,3,UP,0.6466346,0.8993
14883,2,TAP,0.5336538,1.0000
14883,3,UP,0.6600962,0.8531
14900,2,TAP,0.5451923,1.0000
14900,3,UP,0.6730769,0.8753
14916,2,TAP,0.5576923,1.0000
14916,3,UP,0.6870192,0.8518
14933,2,TAP,0.5692308,1.0000
14933,3,UP,0.7004808,0.8571
14950,2,TAP,0.5817269,1.0000
14950,3,UP,0.7139423,0.8476
14967,2,TAP,0.5937596,1.0000
14967,3,UP,0.7283654,0.8469
14967,3,LEFT,0.4735577,0.8704
14983,2,TAP,0.6062500,1.0000
14983,3,LEFT,0.4850962,0.9029
15000,2,TAP,0.6187500,1.0000
15000,3,LEFT,0.4966346,0.8927
15016,2,TAP,0.6317308,1.0000
15016,3,LEFT,0.5081731,0.9002
15033,2,TAP,0.6446589,1.0000
15033,3,LEFT,0.5197115,0.8971
15050,2,TAP,0.6572223,1.0000
15066,2,TAP,0.6706731,1.0000
15083,2,TAP,0.6841346,1.0000
15083,3,LEFT,0.5557692,0.9158
15100,2,TAP,0.6975962,1.0000
15100,3,LEFT,0.5677885,0.9109
15116,2,TAP,0.7110787,1.0000
15116,3,LEFT,0.5798077,0.9136
15133,2,TAP,0.7253663,1.0000
15133,3,LEFT,0.5923077,0.9132
15150,2,TAP,0.4855769,1.0000
15150,3,LEFT,0.6048077,0.9158
15167,2,TAP,0.4966346,1.0000
15167,3,LEFT,0.6177885,0.9104
15183,2,TAP,0.5077037,1.0000
15183,3,LEFT,0.6302885,0.9181
15199,2,TAP,0.5192479,1.0000
15199,3,LEFT,0.6432692,0.9104
15216,2,TAP,0.5307971,1.0000
15216,3,LEFT,0.6572115,0.9181
15234,2,TAP,0.5432692,1.0000
15234,3,LEFT,0.6701923,0.9327
15250,2,TAP,0.5548077,1.0000
15250,3,LEFT,0.6831731,0.9150
15267,2,TAP,0.5668269,1.0000
15267,3,LEFT,0.6971154,0.9450
15283,2,TAP,0.5788704,1.0000
15283,3,LEFT,0.7110577,0.9323
15300,2,TAP,0.5913516,1.0000
15300,3,LEFT,0.7250000,0.9492
15317,2,TAP,0.6038462,1.0000
15333,1,DOWN,0.4937500,0.7643
15333,2,TAP,0.6163462,1.0000
15350,2,TAP,0.6288573,1.0000
15367,1,DOWN,0.5173077,0.7632
15367,2,TAP,0.6418310,1.0000
15383,1,DOWN,0.5288462,0.7798
15383,2,TAP,0.6544136,1.0000
15399,1,DOWN,0.5403846,0.7778
15399,2,TAP,0.6677885,1.0000
15416,1,DOWN,0.5524038,0.7926
15416,2,TAP,0.6812500,1.0000
15433,1,DOWN,0.5649038,0.7834
15433,2,TAP,0.6942308,1.0000
15450,1,DOWN,0.5774038,0.7706
15450,2,TAP,0.7081982,1.0000
15467,1,DOWN,0.5894231,0.7854
15467,2,TAP,0.7216346,1.0000
15483,1,DOWN,0.6024038,0.8241
15483,2,TAP,0.4826923,1.0000
15500,1,DOWN,0.6149038,0.7972
15500,2,TAP,0.4942308,1.0000
15517,1,DOWN,0.6278846,0.7991
15517,2,TAP,0.5057692,1.0000
15533,1,DOWN,0.6408654,0.8073
15533,2,TAP,0.5173077,1.0000
15550,1,DOWN,0.6538462,0.8306
15550,2,TAP,0.5288613,1.0000
15566,1,DOWN,0.6668269,0.8271
15566,2,TAP,0.5403846,1.0000
15584,1,DOWN,0.6807692,0.8318
15584,2,TAP,0.5519231,1.0000
15600,1,DOWN,0.6942308,0.8029
15600,2,TAP,0.5644231,1.0000
15616,1,DOWN,0.7081731,0.8456
15616,2,TAP,0.5759968,1.0000
15633,1,DOWN,0.7221154,0.8443
15633,2,TAP,0.5884615,1.0000
15650,2,TAP,0.6009615,1.0000
15650,3,UP,0.4802885,0.9563
15666,2,TAP,0.6129918,1.0000
15666,3,UP,0.4918269,0.9535
15683,2,TAP,0.6260298,1.0000
15683,3,UP,0.5028846,0.9488
15700,2,TAP,0.6389423,1.0000
15700,3,UP,0.5144231,0.9469
15717,2,TAP,0.6514571,1.0000
15717,3,UP,0.5264423,0.9471
15733,2,TAP,0.6649038,1.0000
15733,3,UP,0.5384615,0.9374
15750,2,TAP,0.6783654,1.0000
15750,3,UP,0.5504808,0.9306
15767,2,TAP,0.6913462,1.0000
15767,3,UP,0.5625000,0.9019
15784,2,TAP,0.7052858,1.0000
15784,3,UP,0.5745192,0.9070
15800,2,TAP,0.7187500,1.0000
15800,3,UP,0.5870192,0.9184
15816,2,TAP,0.4802885,1.0000
15816,3,UP,0.5990385,0.9074
15834,2,TAP,0.4909595,1.0000
15834,3,UP,0.6120192,0.8925
15850,2,TAP,0.5028846,1.0000
15850,3,UP,0.6250000,0.8868
15866,2,TAP,0.5144231,1.0000
15866,3,UP,0.6379808,0.8925
15883,2,TAP,0.5259864,1.0000
15883,3,UP,0.6509615,0.8732
15900,2,TAP,0.5375000,1.0000
15900,3,UP,0.6639423,0.8659
15916,2,TAP,0.5495023,1.0000
15916,3,UP,0.6778846,0.8632
15933,2,TAP,0.5615385,1.0000
15933,3,UP,0.6913462,0.8665
15950,2,TAP,0.5735577,1.0000
15950,3,UP,0.7048077,0.8537
15967,2,TAP,0.5855769,1.0000
15967,3,UP,0.7187500,0.8491
15984,2,TAP,0.5980769,1.0000
15984,3,UP,0.4778846,0.9704
16000,2,TAP,0.6105769,1.0000
16000,3,UP,0.4889423,0.9444
16016,2,TAP,0.6230769,1.0000
16016,3,UP,0.5004808,0.9609
16033,2,TAP,0.6360577,1.0000
16033,3,UP,0.5120192,0.9442
16050,2,TAP,0.6485698,1.0000
16066,2,TAP,0.6620192,1.0000
16083,2,TAP,0.6746237,1.0000
16083,3,UP,0.5475962,0.9234
16101,2,TAP,0.6884615,1.0000
16101,3,UP,0.5596154,0.9227
16118,2,TAP,0.7019231,1.0000
16118,3,UP,0.5721154,0.9074
16150,2,TAP,0.7293269,1.0000
16150,2,TAP,0.4781816,1.0000
16150,3,UP,0.5966346,0.9074
16167,2,TAP,0.4889423,1.0000
16167,3,UP,0.6091346,0.9234
16184,2,TAP,0.5004808,1.0000
16184,3,UP,0.6221154,0.8774
16200,2,TAP,0.5115729,1.0000
16200,3,UP,0.6350962,0.8821
16216,2,TAP,0.5230826,1.0000
16216,3,UP,0.6480769,0.8645
16233,2,TAP,0.5346433,1.0000
16233,3,UP,0.6610577,0.8585
16249,2,TAP,0.5471154,1.0000
16249,3,UP,0.6750000,0.8774
16266,2,TAP,0.5586538,1.0000
16266,3,UP,0.6879808,0.8471
16283,2,TAP,0.5706731,1.0000
16283,3,UP,0.7019231,0.8700
16300,2,TAP,0.5831676,1.0000
16300,3,UP,0.7158654,0.8409
16317,1,TAP,0.4764498,1.0000
16317,2,TAP,0.5951923,1.0000
16317,3,UP,0.7298077,0.8345
16333,1,TAP,0.4875114,1.0000
16333,2,TAP,0.6076923,1.0000
16349,1,TAP,0.4990442,1.0000
16349,2,TAP,0.6206731,1.0000
16366,1,TAP,0.5105825,1.0000
16366,2,TAP,0.6331731,1.0000
16383,1,TAP,0.5218333,1.0000
16383,2,TAP,0.6456987,1.0000
16383,3,TAP,0.4129762,1.0000
16400,1,TAP,0.5336690,1.0000
16400,2,TAP,0.6591453,1.0000
16417,1,TAP,0.5451979,1.0000
16417,2,TAP,0.6721045,1.0000
16433,1,TAP,0.5576947,1.0000
16433,2,TAP,0.6850962,1.0000
16449,1,TAP,0.5692308,1.0000
16449,2,TAP,0.6985974,1.0000
16466,1,TAP,0.5817214,1.0000
16466,2,TAP,0.7125147,1.0000
16483,1,TAP,0.5937556,1.0000
16483,2,TAP,0.7259668,1.0000
16483,3,TAP,0.4749941,1.0000
16500,1,TAP,0.6062404,1.0000
16500,3,TAP,0.4865385,1.0000
16516,1,TAP,0.6187541,1.0000
16516,3,TAP,0.4980769,1.0000
16532,1,TAP,0.6317185,1.0000
16532,3,TAP,0.5091462,1.0000
16550,1,TAP,0.6447061,1.0000
16550,3,TAP,0.5206789,1.0000
16567,1,TAP,0.6572075,1.0000
16567,3,TAP,0.5322172,1.0000
16583,1,TAP,0.6706677,1.0000
16583,3,TAP,0.5442364,1.0000
16600,1,TAP,0.6841346,1.0000
16600,3,TAP,0.5562500,1.0000
16616,1,TAP,0.6971970,1.0000
16616,3,TAP,0.5679808,1.0000
16633,1,TAP,0.7110630,1.0000
16633,3,TAP,0.5802829,1.0000
16650,1,TAP,0.7249894,1.0000
16650,3,TAP,0.5923077,1.0000
16666,2,UP,0.4836538,0.8190
16666,3,TAP,0.6048023,1.0000
16683,2,UP,0.4951923,0.8143
16683,3,TAP,0.6177774,1.0000
16700,2,UP,0.5067308,0.8246
16700,3,TAP,0.6302762,1.0000
16717,2,UP,0.5182692,0.8349
16717,3,TAP,0.6427885,1.0000
16733,2,UP,0.5302885,0.8341
16733,3,TAP,0.6557595,1.0000
16750,2,UP,0.5423077,0.8409
