time_ms,lane,kind,y,score
10715,2,TAP,0.5163462,1.0000
10715,3,UP,0.6331731,0.8894
10732,1,HOLD_START,0.4177985,0.9800
10732,2,TAP,0.5240538,1.0000
10732,3,UP,0.6418269,0.8894
10748,1,HOLD_START,0.4250132,0.9800
10748,2,TAP,0.5317308,1.0000
10748,3,UP,0.6509615,0.8706
10765,1,HOLD_START,0.4317308,0.9800
10765,2,TAP,0.5394231,1.0000
10765,3,UP,0.6596154,0.8558
10782,1,HOLD_START,0.4389423,0.9800
10782,2,TAP,0.5475962,1.0000
10782,3,UP,0.6687500,0.8665
10798,1,HOLD_START,0.4466443,0.9800
10798,2,TAP,0.5552885,1.0000
10798,3,UP,0.6774038,0.8518
10815,1,HOLD_START,0.4533654,0.9800
10815,2,TAP,0.5634615,1.0000
10815,3,UP,0.6865385,0.8471
10832,1,HOLD_START,0.4610577,0.9800
10832,2,TAP,0.5716346,1.0000
10832,3,UP,0.6956731,0.8665
10848,1,HOLD_START,0.4682692,0.9800
10848,2,TAP,0.5798310,1.0000
10848,3,UP,0.7048077,0.8694
10865,1,HOLD_START,0.4759674,0.9800
10865,2,TAP,0.5875054,1.0000
10865,3,UP,0.7139423,0.8376
10884,1,HOLD_START,0.4827056,0.9800
10884,2,TAP,0.5961538,1.0000
10884,3,UP,0.7230769,0.8531
10916,1,HOLD_START,0.4980769,0.9800
10916,2,TAP,0.6129808,1.0000
10932,1,HOLD_START,0.5057692,0.9800
10932,2,TAP,0.6206731,1.0000
10949,1,HOLD_START,0.5134591,0.9800
10949,2,TAP,0.6293269,1.0000
10966,1,HOLD_START,0.5211595,0.9800
10966,2,TAP,0.6379808,1.0000
10982,1,HOLD_START,0.5288462,0.9800
10982,2,TAP,0.6466346,1.0000
10999,1,HOLD_START,0.5365504,0.9800
10999,2,TAP,0.6553129,1.0000
11015,1,HOLD_START,0.5442244,0.9800
11015,1,HOLD_END,0.3504808,0.9600
11015,2,TAP,0.6639423,1.0000
11032,1,HOLD_START,0.5524038,0.9800
11032,1,HOLD_END,0.3562500,0.9600
11032,2,TAP,0.6725962,1.0000
11049,1,HOLD_START,0.5601045,0.9800
11049,1,HOLD_END,0.3629808,0.9600
11049,2,TAP,0.6822115,1.0000
11065,1,HOLD_START,0.5682692,0.9800
11065,1,HOLD_END,0.3697115,0.9600
11065,2,TAP,0.6903900,1.0000
11083,1,HOLD_START,0.5759741,0.9800
11083,1,HOLD_END,0.3764423,0.9600
11083,2,TAP,0.6995192,1.0000
11099,1,HOLD_START,0.5846091,0.9800
11099,1,HOLD_END,0.3831731,0.9600
11099,2,TAP,0.7091610,1.0000
11115,1,HOLD_START,0.5927885,0.9800
11115,1,HOLD_END,0.3899038,0.9600
11115,2,TAP,0.7177885,1.0000
11133,1,HOLD_START,0.6009708,0.9800
11133,1,HOLD_END,0.3966346,0.9600
11149,1,HOLD_START,0.6091470,0.9800
11149,1,HOLD_END,0.4033654,0.9600
11166,1,HOLD_START,0.6177885,0.9800
11166,1,HOLD_END,0.4110577,0.9600
11182,1,HOLD_START,0.6259730,0.9800
11182,1,HOLD_END,0.4177885,0.9600
11199,1,HOLD_START,0.6346031,0.9800
11199,1,HOLD_END,0.4245192,0.9600
11215,1,HOLD_START,0.6432692,0.9800
11215,1,HOLD_END,0.4322115,0.9600
11232,1,HOLD_START,0.6519370,0.9800
11232,1,HOLD_END,0.4389423,0.9600
11249,1,HOLD_START,0.6601056,0.9800
11249,1,HOLD_END,0.4466346,0.9600
11265,1,HOLD_START,0.6697115,0.9800
11265,1,HOLD_END,0.4533654,0.9600
11282,1,HOLD_START,0.6783694,0.9800
11282,1,HOLD_END,0.4610577,0.9600
11299,1,HOLD_START,0.6870246,0.9800
11299,1,HOLD_END,0.4687500,0.9600
11316,1,HOLD_START,0.6956598,0.9800
11316,1,HOLD_END,0.4754808,0.9600
11332,1,HOLD_START,0.7052937,0.9800
11332,1,HOLD_END,0.4831731,0.9600
11349,1,HOLD_START,0.7139554,0.9800
11349,1,HOLD_END,0.4908654,0.9600
11349,3,UP,0.4759615,0.9682
11366,1,HOLD_START,0.7235485,0.9800
11366,1,HOLD_END,0.4985577,0.9600
11366,3,UP,0.4831731,0.9519
11383,1,HOLD_START,0.3889547,0.9800
11383,3,UP,0.4908654,0.9513
11399,1,HOLD_START,0.3956792,0.9800
11399,3,UP,0.4980769,0.9420
11415,1,HOLD_START,0.4023936,0.9800
11415,3,UP,0.5057692,0.9302
11432,1,HOLD_START,0.4091448,0.9800
11432,3,UP,0.5134615,0.9393
11449,1,HOLD_START,0.4163602,0.9800
11449,3,UP,0.5216346,0.9398
11465,1,HOLD_START,0.4235577,0.9800
11465,3,UP,0.5293269,0.9539
11482,1,HOLD_START,0.4302885,0.9800
11482,3,UP,0.5375000,0.9330
11499,1,HOLD_START,0.4379867,0.9800
11499,3,UP,0.5451923,0.9149
11515,1,HOLD_START,0.4452000,0.9800
11515,3,UP,0.5533654,0.9176
11532,1,HOLD_START,0.4519154,0.9800
11532,3,UP,0.5615385,0.9252
11549,1,HOLD_START,0.4596154,0.9800
11549,3,UP,0.5692308,0.9065
11566,1,HOLD_START,0.4663562,0.9800
11566,3,UP,0.5774038,0.9120
11582,1,HOLD_START,0.4740410,0.9800
11582,3,UP,0.5860577,0.9133
11599,1,HOLD_START,0.4817432,0.9800
11599,3,UP,0.5942308,0.8981
11616,1,HOLD_START,0.4889423,0.9800
11616,3,UP,0.6028846,0.9014
11633,1,HOLD_START,0.4966346,0.9800
11633,3,UP,0.6110577,0.8847
11649,1,HOLD_START,0.5043325,0.9800
11649,3,UP,0.6197115,0.8852
11667,1,HOLD_START,0.5115393,0.9800
11667,3,UP,0.6283654,0.8915
11699,1,HOLD_START,0.5269287,0.9800
11699,3,UP,0.6451923,0.8873
11716,1,HOLD_START,0.5351071,0.9800
11716,1,HOLD_END,0.3418269,0.9600
11716,3,UP,0.6543269,0.8706
11732,1,HOLD_START,0.5432565,0.9800
11732,1,HOLD_END,0.3485577,0.9600
11732,3,UP,0.6629808,0.8638
11749,1,HOLD_START,0.5509615,0.9800
11749,1,HOLD_END,0.3552885,0.9600
11749,3,UP,0.6721154,0.8700
11765,1,HOLD_START,0.5586656,0.9800
11765,1,HOLD_END,0.3620192,0.9600
11765,3,UP,0.6807692,0.8638
11782,1,HOLD_START,0.5668213,0.9800
11782,1,HOLD_END,0.3687500,0.9600
11782,3,UP,0.6899038,0.8463
11799,1,HOLD_START,0.5745318,0.9800
11799,1,HOLD_END,0.3754808,0.9600
11799,3,UP,0.6990385,0.8571
11815,1,HOLD_START,0.5831591,0.9800
11815,1,HOLD_END,0.3812500,0.9600
11815,3,UP,0.7086538,0.8640
11832,1,HOLD_START,0.5908709,0.9800
11832,1,HOLD_END,0.3889423,0.9600
11832,3,UP,0.7177885,0.8471
11849,1,HOLD_START,0.5990509,0.9800
11849,1,HOLD_END,0.3956731,0.9600
11866,1,HOLD_START,0.6076923,0.9800
11866,1,HOLD_END,0.4024038,0.9600
11882,1,HOLD_START,0.6163462,0.9800
11882,1,HOLD_END,0.4091346,0.9600
11899,1,HOLD_START,0.6245288,0.9800
11899,1,HOLD_END,0.4168269,0.9600
11916,1,HOLD_START,0.6331609,0.9800
11916,1,HOLD_END,0.4235577,0.9600
11932,1,HOLD_START,0.6418323,0.9800
11932,1,HOLD_END,0.4302885,0.9600
11949,1,HOLD_START,0.6504942,0.9800
11949,1,HOLD_END,0.4379808,0.9600
11966,1,HOLD_START,0.6591400,0.9800
11966,1,HOLD_END,0.4447115,0.9600
11982,1,HOLD_START,0.6677885,0.9800
11982,1,HOLD_END,0.4524038,0.9600
11999,1,HOLD_START,0.6764383,0.9800
11999,1,HOLD_END,0.4591346,0.9600
12016,1,HOLD_START,0.6850962,0.9800
12016,1,HOLD_END,0.4668269,0.9600
12032,1,HOLD_START,0.6942236,0.9800
12032,1,HOLD_END,0.4745192,0.9600
12049,1,HOLD_START,0.7033773,0.9800
12049,1,HOLD_END,0.4822115,0.9600
12065,1,HOLD_START,0.7125124,0.9800
12065,1,HOLD_END,0.4889423,0.9600
12082,1,HOLD_START,0.7211644,0.9800
12082,1,HOLD_END,0.4966346,0.9600
12082,2,TAP,0.4826923,1.0000
12099,2,TAP,0.4903846,1.0000
12115,2,TAP,0.4980769,1.0000
12133,2,TAP,0.5057692,1.0000
12149,2,TAP,0.5134615,1.0000
12166,2,TAP,0.5211538,1.0000
12182,2,TAP,0.5288613,1.0000
12199,2,TAP,0.5365385,1.0000
12215,2,TAP,0.5442308,1.0000
12232,2,TAP,0.5524038,1.0000
12249,2,TAP,0.5605769,1.0000
12266,2,TAP,0.5682692,1.0000
12282,2,TAP,0.5764563,1.0000
12299,2,TAP,0.5846154,1.0000
12316,2,TAP,0.5927885,1.0000
12316,3,UP,0.4788462,0.9727
12333,2,TAP,0.6009615,1.0000
12333,3,UP,0.4860577,0.9420
12349,2,TAP,0.6091401,1.0000
12349,3,UP,0.4937500,0.9469
12365,2,TAP,0.6177885,1.0000
12365,3,UP,0.5014423,0.9609
12382,2,TAP,0.6259615,1.0000
12382,3,UP,0.5096154,0.9464
12399,2,TAP,0.6346154,1.0000
12399,3,UP,0.5168269,0.9395
12416,2,TAP,0.6437500,1.0000
12416,3,UP,0.5245192,0.9398
12432,2,TAP,0.6519231,1.0000
12432,3,UP,0.5326923,0.9464
12448,2,TAP,0.6601069,1.0000
12448,3,UP,0.5403846,0.9401
12465,2,TAP,0.6697115,1.0000
12465,3,UP,0.5485577,0.9188
12484,2,TAP,0.6783654,1.0000
12484,3,UP,0.5562500,0.9133
12515,2,TAP,0.6961538,1.0000
12515,3,UP,0.5730769,0.9095
12532,2,TAP,0.7052885,1.0000
12532,3,UP,0.5812500,0.9112
12549,2,TAP,0.7139423,1.0000
12549,2,TAP,0.4769345,1.0000
12549,3,UP,0.5889423,0.9184
12582,1,HOLD_START,0.3889547,0.9800
12582,2,TAP,0.4918269,1.0000
12582,3,UP,0.6062500,0.9188
12599,1,HOLD_START,0.3956792,0.9800
12599,2,TAP,0.4995192,1.0000
12599,3,UP,0.6139423,0.8858
12616,1,HOLD_START,0.4023936,0.9800
12616,2,TAP,0.5072115,1.0000
12616,3,UP,0.6230769,0.8847
12632,1,HOLD_START,0.4091448,0.9800
12632,2,TAP,0.5149038,1.0000
12632,3,UP,0.6317308,0.8946
12648,1,HOLD_START,0.4163602,0.9800
12648,2,TAP,0.5221154,1.0000
12648,3,UP,0.6403846,0.8873
12665,1,HOLD_START,0.4235577,0.9800
12665,2,TAP,0.5302885,1.0000
12665,3,UP,0.6490385,0.8638
12682,1,HOLD_START,0.4302885,0.9800
12682,2,TAP,0.5379808,1.0000
12682,3,UP,0.6581731,0.8491
12698,1,HOLD_START,0.4379867,0.9800
12698,2,TAP,0.5461538,1.0000
12698,3,UP,0.6668269,0.8551
12715,1,HOLD_START,0.4452000,0.9800
12715,2,TAP,0.5538462,1.0000
12715,3,UP,0.6759615,0.8873
12732,1,HOLD_START,0.4519154,0.9800
12732,2,TAP,0.5615385,1.0000
12732,3,UP,0.6846154,0.8759
12748,1,HOLD_START,0.4596154,0.9800
12748,2,TAP,0.5701923,1.0000
12748,3,UP,0.6937500,0.8565
12765,1,HOLD_START,0.4663562,0.9800
12765,2,TAP,0.5779081,1.0000
12765,3,UP,0.7028846,0.8700
12782,1,HOLD_START,0.4740410,0.9800
12782,2,TAP,0.5860687,1.0000
12782,3,UP,0.7120192,0.8456
12799,1,HOLD_START,0.4817432,0.9800
12799,2,TAP,0.5947005,1.0000
12799,3,UP,0.7211538,0.8504
12815,1,HOLD_START,0.4889423,0.9800
12815,2,TAP,0.6024038,1.0000
12832,1,HOLD_START,0.4966346,0.9800
12832,2,TAP,0.6110577,1.0000
12849,1,HOLD_START,0.5043325,0.9800
12849,2,TAP,0.6192308,1.0000
12865,1,HOLD_START,0.5115417,0.9800
12865,2,TAP,0.6278846,1.0000
12882,1,HOLD_START,0.5192308,0.9800
12882,2,TAP,0.6360687,1.0000
12899,1,HOLD_START,0.5269287,0.9800
12899,2,TAP,0.6447115,1.0000
12916,1,HOLD_START,0.5351071,0.9800
12916,2,TAP,0.6533763,1.0000
12932,1,HOLD_START,0.5432565,0.9800
12932,1,HOLD_END,0.3485577,0.9600
12932,2,TAP,0.6625000,1.0000
12949,1,HOLD_START,0.5509615,0.9800
12949,1,HOLD_END,0.3552885,0.9600
12949,2,TAP,0.6711538,1.0000
12965,1,HOLD_START,0.5586617,0.9800
12965,1,HOLD_END,0.3620192,0.9600
12965,2,TAP,0.6802885,1.0000
12982,1,HOLD_START,0.5668269,0.9800
12982,1,HOLD_END,0.3687500,0.9600
12982,2,TAP,0.6889423,1.0000
12999,1,HOLD_START,0.5745318,0.9800
12999,1,HOLD_END,0.3754808,0.9600
12999,2,TAP,0.6980769,1.0000
13016,1,HOLD_START,0.5831591,0.9800
13016,1,HOLD_END,0.3822115,0.9600
13016,2,TAP,0.7067529,1.0000
13032,1,HOLD_START,0.5908709,0.9800
13032,1,HOLD_END,0.3889423,0.9600
13032,2,TAP,0.7158654,1.0000
13049,1,HOLD_START,0.5990509,0.9800
13049,1,HOLD_END,0.3956731,0.9600
13049,2,TAP,0.7250053,1.0000
13065,1,HOLD_START,0.6076923,0.9800
13065,1,HOLD_END,0.4024038,0.9600
13082,1,HOLD_START,0.6163462,0.9800
13082,1,HOLD_END,0.4091346,0.9600
13099,1,HOLD_START,0.6245288,0.9800
13099,1,HOLD_END,0.4168269,0.9600
13115,1,HOLD_START,0.6331609,0.9800
13115,1,HOLD_END,0.4235577,0.9600
13132,1,HOLD_START,0.6418323,0.9800
13132,1,HOLD_END,0.4302885,0.9600
13149,1,HOLD_START,0.6504942,0.9800
13149,1,HOLD_END,0.4379808,0.9600
13166,1,HOLD_START,0.6591400,0.9800
13166,1,HOLD_END,0.4447115,0.9600
13182,1,HOLD_START,0.6677885,0.9800
13182,1,HOLD_END,0.4524038,0.9600
13199,1,HOLD_START,0.6764423,0.9800
13199,1,HOLD_END,0.4591346,0.9600
13215,1,HOLD_START,0.6850962,0.9800
13215,1,HOLD_END,0.4668269,0.9600
13233,1,HOLD_START,0.6942266,0.9800
13233,1,HOLD_END,0.4745192,0.9600
13249,1,HOLD_START,0.7033773,0.9800
13249,1,HOLD_END,0.4812500,0.9600
13265,1,HOLD_START,0.7125142,0.9800
13265,1,HOLD_END,0.4889423,0.9600
13265,3,UP,0.4740385,0.9537
13282,1,HOLD_START,0.7211644,0.9800
13282,1,HOLD_END,0.4966346,0.9600
13282,3,UP,0.4817308,0.9727
13298,1,HOLD_START,0.3875073,0.9800
13298,3,UP,0.4889423,0.9447
13316,1,HOLD_START,0.3942308,0.9800
13316,3,UP,0.4966346,0.9541
13332,1,HOLD_START,0.4009535,0.9800
13332,3,UP,0.5048077,0.9349
13349,1,HOLD_START,0.4081853,0.9800
13349,3,UP,0.5125000,0.9539
13365,1,HOLD_START,0.4149139,0.9800
13365,3,UP,0.5197115,0.9330
13382,1,HOLD_START,0.4221040,0.9800
13382,3,UP,0.5278846,0.9371
13399,1,HOLD_START,0.4293269,0.9800
13399,3,UP,0.5355769,0.9259
13415,1,HOLD_START,0.4360695,0.9800
13415,3,UP,0.5437500,0.9116
13432,1,HOLD_START,0.4432795,0.9800
13432,3,UP,0.5514423,0.9259
13449,1,HOLD_START,0.4504711,0.9800
13449,3,UP,0.5600962,0.9371
13465,1,HOLD_START,0.4577282,0.9800
13465,3,UP,0.5682692,0.9227
13482,1,HOLD_START,0.4649154,0.9800
13482,3,UP,0.5764423,0.9112
13502,1,HOLD_START,0.4725962,0.9800
13502,3,UP,0.5841346,0.9091
13532,1,HOLD_START,0.4802942,0.9800
13532,3,UP,0.5927885,0.9028
13550,1,HOLD_START,0.4875000,0.9800
13550,3,UP,0.6009615,0.9023
13566,1,HOLD_START,0.4951923,0.9800
13566,3,UP,0.6091346,0.9142
13582,1,HOLD_START,0.5028969,0.9800
13582,3,UP,0.6177885,0.9095
13599,1,HOLD_START,0.5105834,0.9800
13599,3,UP,0.6269231,0.8946
13615,1,HOLD_START,0.5182692,0.9800
13615,3,UP,0.6350962,0.9014
13632,1,HOLD_START,0.5259672,0.9800
13632,3,UP,0.6437500,0.8894
13649,1,HOLD_START,0.5336634,0.9800
13649,3,UP,0.6528846,0.8806
13665,1,HOLD_START,0.5413366,0.9800
13665,1,HOLD_END,0.3475962,0.9600
13665,3,UP,0.6615385,0.8578
13682,1,HOLD_START,0.5490480,0.9800
13682,1,HOLD_END,0.3533654,0.9600
13682,3,UP,0.6701923,0.8679
13699,1,HOLD_START,0.5567363,0.9800
13699,1,HOLD_END,0.3600962,0.9600
13699,3,UP,0.6793269,0.8558
13715,1,HOLD_START,0.5653752,0.9800
13715,1,HOLD_END,0.3668269,0.9600
13715,3,UP,0.6889423,0.8598
13732,1,HOLD_START,0.5730824,0.9800
13732,1,HOLD_END,0.3735577,0.9600
13732,3,UP,0.6975962,0.8441
13749,1,HOLD_START,0.5813138,0.9800
13749,1,HOLD_END,0.3802885,0.9600
13749,3,UP,0.7067308,0.8255
13766,1,HOLD_START,0.5894325,0.9800
13766,1,HOLD_END,0.3870192,0.9600
13766,3,UP,0.7158654,0.8416
13782,1,HOLD_START,0.6062404,0.9800
13782,1,HOLD_END,0.4004808,0.9600
13782,3,UP,0.7350962,0.8531
13799,1,HOLD_START,0.6144231,0.9800
13799,1,HOLD_END,0.4081731,0.9600
13816,1,HOLD_START,0.6225962,0.9800
13816,1,HOLD_END,0.4149038,0.9600
13832,1,HOLD_START,0.6312378,0.9800
13832,1,HOLD_END,0.4216346,0.9600
13856,1,HOLD_START,0.6399161,0.9800
13856,1,HOLD_END,0.4293269,0.9600
13882,1,HOLD_START,0.6572021,0.9800
13882,1,HOLD_END,0.4437500,0.9600
13899,1,HOLD_START,0.6658748,0.9800
13899,1,HOLD_END,0.4504808,0.9600
13916,1,HOLD_START,0.6745072,0.9800
13916,1,HOLD_END,0.4581731,0.9600
13932,1,HOLD_START,0.6835027,0.9800
13932,1,HOLD_END,0.4649038,0.9600
13949,1,HOLD_START,0.6927977,0.9800
13949,1,HOLD_END,0.4725962,0.9600
13966,1,HOLD_START,0.7014529,0.9800
13966,1,HOLD_END,0.4802885,0.9600
13982,1,HOLD_START,0.7105811,0.9800
13982,1,HOLD_END,0.4879808,0.9600
13999,1,HOLD_START,0.7197115,0.9800
13999,1,HOLD_END,0.4956731,0.9600
13999,2,TAP,0.4817308,1.0000
14015,2,TAP,0.4889423,1.0000
14032,2,TAP,0.4966051,1.0000
14049,2,TAP,0.5041908,1.0000
14065,2,TAP,0.5115385,1.0000
14082,2,TAP,0.5192308,1.0000
14099,2,TAP,0.5269479,1.0000
14115,2,TAP,0.5346265,1.0000
14132,2,TAP,0.5432692,1.0000
14150,2,TAP,0.5509615,1.0000
14172,2,TAP,0.5586538,1.0000
14199,2,TAP,0.5750000,1.0000
14216,2,TAP,0.5831621,1.0000
14232,2,TAP,0.5913462,1.0000
14232,3,UP,0.4769231,0.9616
14249,2,TAP,0.5995192,1.0000
14249,3,UP,0.4846154,0.9658
14267,2,TAP,0.6076923,1.0000
14267,3,UP,0.4923077,0.9631
14299,2,TAP,0.6245192,1.0000
14299,3,UP,0.5076923,0.9398
14315,2,TAP,0.6331731,1.0000
14315,3,UP,0.5153846,0.9563
14332,2,TAP,0.6418269,1.0000
14332,3,UP,0.5235577,0.9513
14349,2,TAP,0.6504943,1.0000
14349,3,UP,0.5307692,0.9395
14365,2,TAP,0.6591453,1.0000
14365,3,UP,0.5389423,0.9281
14382,2,TAP,0.6677885,1.0000
14382,3,UP,0.5466346,0.9188
14399,2,TAP,0.6764423,1.0000
14399,3,UP,0.5552885,0.9227
14415,2,TAP,0.6850962,1.0000
14415,3,UP,0.5629808,0.9145
14432,2,TAP,0.6942308,1.0000
14432,3,UP,0.5711538,0.9138
14449,2,TAP,0.7033654,1.0000
14449,3,UP,0.5793269,0.9167
14465,2,TAP,0.7125147,1.0000
14465,3,UP,0.5879808,0.9252
14482,2,TAP,0.7216346,1.0000
14482,2,TAP,0.4826923,1.0000
14482,3,UP,0.5961538,0.9049
14516,1,HOLD_START,0.3879932,0.9800
14516,2,TAP,0.4903846,1.0000
14516,3,UP,0.6048077,0.9163
14532,1,HOLD_START,0.3947115,0.9800
14532,2,TAP,0.4980769,1.0000
14532,3,UP,0.6129808,0.8972
14548,1,HOLD_START,0.4014301,0.9800
14548,1,HOLD_END,0.3399038,0.9600
14548,2,TAP,0.5057692,1.0000
14548,3,UP,0.6211538,0.8806
14565,1,HOLD_START,0.4081853,0.9800
14565,2,TAP,0.5134615,1.0000
14565,3,UP,0.6298077,0.8920
14582,1,HOLD_START,0.4149139,0.9800
14582,2,TAP,0.5211538,1.0000
14582,3,UP,0.6389423,0.8842
14598,1,HOLD_START,0.4221013,0.9800
14598,2,TAP,0.5288613,1.0000
14598,3,UP,0.6475962,0.9087
14615,1,HOLD_START,0.4293269,0.9800
14615,2,TAP,0.5365385,1.0000
14615,3,UP,0.6562500,0.8873
14632,1,HOLD_START,0.4365514,0.9800
14632,2,TAP,0.5442308,1.0000
14632,3,UP,0.6649038,0.8738
14649,1,HOLD_START,0.4432795,0.9800
14649,2,TAP,0.5524038,1.0000
14649,3,UP,0.6740385,0.8774
14665,1,HOLD_START,0.4504769,0.9800
14665,2,TAP,0.5605769,1.0000
14665,3,UP,0.6831731,0.8732
14682,1,HOLD_START,0.4581731,0.9800
14682,2,TAP,0.5682692,1.0000
14682,3,UP,0.6918269,0.8565
14699,1,HOLD_START,0.4653972,0.9800
14699,2,TAP,0.5764423,1.0000
14699,3,UP,0.7009615,0.8544
14715,1,HOLD_START,0.4725962,0.9800
14715,2,TAP,0.5846154,1.0000
14715,3,UP,0.7100962,0.8416
14732,1,HOLD_START,0.4802942,0.9800
14732,2,TAP,0.5927885,1.0000
14732,3,UP,0.7197115,0.8511
14749,1,HOLD_START,0.4875000,0.9800
14749,2,TAP,0.6009615,1.0000
14749,3,UP,0.7293269,0.8469
14766,1,HOLD_START,0.4951923,0.9800
14766,2,TAP,0.6091456,1.0000
14783,1,HOLD_START,0.5028969,0.9800
14783,2,TAP,0.6177885,1.0000
14815,1,HOLD_START,0.5182668,0.9800
14815,1,HOLD_END,0.3399038,0.9600
14815,2,TAP,0.6350962,1.0000
14832,1,HOLD_START,0.5259672,0.9800
