frame_ms,capture_ms,ready_ms,id,lane,kind,due_ms,revision
31555,31548,31587,55,2,RIGHT,31607,false
32435,32431,32468,56,1,TAP,32514,false
32669,32665,32701,57,2,TAP,32737,false
33133,33131,33166,58,2,TAP,33188,false
33340,33331,33373,59,3,TAP,33415,false
33582,33582,33615,60,2,TAP,33640,false
33788,33782,33821,61,1,TAP,33868,false
34022,34015,34054,62,2,TAP,34092,false
34490,34481,34521,63,2,TAP,34542,false
34942,34931,34974,64,3,TAP,34993,false
35232,35232,35263,65,2,LEFT,35293,false
36054,36048,36087,66,1,RIGHT,36119,false
36287,36281,36318,67,2,TAP,36347,false
36520,36515,36553,68,1,TAP,36573,false
36725,36715,36758,69,2,TAP,36798,false
36964,36948,36996,70,1,TAP,37024,false
37165,37165,37197,71,2,TAP,37247,false
38523,38515,38555,72,3,UP,38603,false
38556,38548,38588,72,3,UP,38601,true
38995,38982,39031,74,1,TAP,39055,false
38995,38982,39031,73,2,TAP,39055,false
39344,39331,39380,76,2,TAP,39393,false
39344,39331,39380,77,3,TAP,39393,false
39658,39648,39691,78,1,TAP,39733,false
39658,39648,39691,79,2,TAP,39733,false
40126,40115,40160,80,1,TAP,40182,false
40332,40331,40365,81,2,TAP,40407,false
40574,40565,40607,82,3,TAP,40633,false
40778,40765,40810,83,1,TAP,40861,false
40778,40765,40810,84,2,TAP,40861,false
40811,40798,40845,83,1,TAP,40859,true
40811,40798,40845,84,2,TAP,40859,true
41239,41232,41270,85,3,UP,41308,false
41689,41681,41720,86,2,TAP,41761,false
42133,42132,42164,87,1,TAP,42213,false
42591,42581,42624,88,1,TAP,42666,false
42591,42581,42624,89,2,TAP,42666,false
42941,42931,42977,90,2,TAP,43001,false
42941,42931,42977,91,3,TAP,43001,false
43290,43281,43324,92,1,TAP,43341,false
43290,43281,43324,93,2,TAP,43341,false
43726,43715,43759,94,1,TAP,43791,false
43932,43931,43965,95,2,TAP,44015,false
44175,44165,44209,96,3,TAP,44243,false
44385,44382,44419,97,1,TAP,44470,false
44385,44382,44419,98,2,TAP,44470,false
44420,44415,44453,97,1,TAP,44468,true
44420,44415,44453,98,2,TAP,44468,true
44849,44848,44880,99,3,UP,44918,false
45295,45282,45326,100,2,TAP,45372,false
45772,45765,45803,101,1,TAP,45821,false
46199,46198,46233,102,1,TAP,46274,false
46199,46198,46233,103,2,TAP,46274,false
46544,46532,46578,104,2,TAP,46613,false
46544,46532,46578,105,3,TAP,46613,false
46886,46881,46918,106,1,TAP,46949,false
46886,46881,46918,107,2,TAP,46949,false
47344,47332,47377,108,1,TAP,47400,false
47546,47532,47579,109,2,TAP,47628,false
47580,47565,47613,109,2,TAP,47626,true
47786,47781,47819,110,3,TAP,47851,false
48021,48015,48054,111,1,TAP,48077,false
48021,48015,48054,112,2,TAP,48077,false
48471,48465,48501,113,3,UP,48527,false
48924,48915,48956,114,2,TAP,48979,false
49380,49365,49412,115,1,TAP,49431,false
50034,50031,50067,116,1,TAP,50109,false
50276,50265,50309,117,2,TAP,50333,false
50482,50482,50516,118,3,TAP,50562,false
50724,50715,50757,119,2,TAP,50785,false
50931,50915,50965,120,1,TAP,51012,false
51173,51165,51205,121,2,TAP,51235,false
51406,51398,51438,122,1,TAP,51460,false
51843,51831,51877,123,1,TAP,51914,false
52053,52048,52086,124,2,TAP,52139,false
52087,52081,52121,124,2,TAP,52136,true
52296,52281,52329,125,3,TAP,52362,false
52540,52532,52573,126,2,TAP,52588,false
52746,52732,52780,127,1,TAP,52815,false
52989,52981,53023,128,2,TAP,53039,false
53201,53198,53236,129,3,TAP,53265,false
53415,53415,53450,130,1,TAP,53491,false
53415,53415,53450,131,2,TAP,53491,false
53774,53769,53811,132,2,TAP,53834,false
53774,53769,53811,133,3,TAP,53834,false
54089,54081,54122,134,1,TAP,54168,false
54089,54081,54122,135,2,TAP,54168,false
54558,54548,54591,136,1,TAP,54618,false
54792,54782,54825,137,2,TAP,54845,false
54996,54981,55030,138,3,TAP,55070,false
55234,55231,55267,139,1,TAP,55296,false
55234,55231,55267,140,2,TAP,55296,false
55689,55681,55720,141,3,UP,55743,false
56133,56131,56165,142,2,TAP,56196,false
56579,56565,56609,143,1,TAP,56648,false
57046,57031,57081,144,1,TAP,57100,false
57046,57031,57081,145,2,TAP,57100,false
57365,57365,57400,146,2,TAP,57440,false
57365,57365,57400,147,3,TAP,57440,false
57716,57698,57751,148,1,TAP,57776,false
57716,57698,57751,149,2,TAP,57776,false
58156,58148,58190,150,1,TAP,58229,false
58397,58381,58431,151,2,TAP,58453,false
58606,58598,58640,152,3,TAP,58681,false
58851,58848,58885,153,1,TAP,58903,false
58851,58848,58885,154,2,TAP,58903,false
59283,59281,59314,155,3,UP,59353,false
59744,59731,59777,156,2,TAP,59805,false
60208,60198,60241,157,1,TAP,60257,false
60651,60648,60687,158,1,TAP,60709,false
60651,60648,60687,159,2,TAP,60709,false
60972,60965,61006,160,2,TAP,61048,false
60972,60965,61006,161,3,TAP,61048,false
61325,61315,61359,162,1,TAP,61385,false
61325,61315,61359,163,2,TAP,61385,false
61765,61748,61798,164,1,TAP,61838,false
62006,61998,62039,165,2,TAP,62061,false
62213,62198,62247,166,3,TAP,62288,false
62460,62448,62494,167,1,TAP,62516,false
62460,62448,62494,168,2,TAP,62516,false
62892,62881,62924,169,3,UP,62963,false
63354,63348,63386,170,2,TAP,63415,false
63792,63782,63824,171,1,TAP,63869,false
64473,64465,64506,172,1,TAP,64545,false
64712,64698,64744,173,2,TAP,64769,false
64916,64915,64949,174,3,TAP,64995,false
65159,65148,65193,175,2,TAP,65220,false
65367,65365,65400,176,1,TAP,65447,false
65605,65598,65637,177,2,TAP,65673,false
65837,65831,65869,178,1,TAP,65894,false
67404,67398,67438,179,3,UP,67475,false
67865,67865,67900,180,1,TAP,67944,false
67865,67865,67900,181,2,TAP,67944,false
68189,68181,68224,182,1,TAP,68266,false
68189,68181,68224,183,2,TAP,68266,false
68540,68531,68574,184,1,TAP,68604,false
68750,68748,68782,185,2,TAP,68830,false
69117,69115,69149,186,2,TAP,69167,false
69450,69448,69484,187,1,TAP,69506,false
69653,69648,69685,188,2,TAP,69734,false
69686,69681,69718,188,2,TAP,69732,true
70016,70015,70048,189,2,TAP,70070,false
70350,70348,70383,190,1,TAP,70409,false
70560,70548,70592,191,2,TAP,70634,false
70795,70781,70828,192,1,TAP,70860,false
71001,70998,71034,193,2,LEFT,71085,false
71036,71031,71069,193,2,LEFT,71082,true
71249,71248,71283,194,3,TAP,71310,false
71459,71449,71492,195,2,TAP,71540,false
